grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,project_closed_by,project_closed_date,project_closed_time,ntd_id,itp_id,name_NTD_Airtable,doing_business_as,reporter_acronym,organization_type,reporter_type,city,county,mobility_services_operated,merge_status,vehicle_purchase,operating_assistance,mobility_management,hardware_software_purchase,communications,facilities_eqp,surveillance,subsidy,project_categories
2017,5310 Exp,CA-2017-169 | 0017000186-E,2017,Amador Transit,BCG0001035,Operating Assistance,300901,64AO18-00677,30144.0,30144.0,30144.0,0.0,0,Open,,,,9R02-91000,11.0,Amador Regional Transit System,,ARTS,Independent Public Agency or Authority of Transit Service,Rural Reporter,Jackson,Amador,"Amador Transit,Amador Transit Dial-A-Ride","Manual Match, NTD",0,1,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001699,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,16240.0,81200.0,78410.76,-62170.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001699,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,64960.0,81200.0,78410.76,-13450.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001702,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,16240.0,81200.0,78410.76,-62170.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001702,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,64960.0,81200.0,78410.76,-13450.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001703,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,16240.0,81200.0,78410.76,-62170.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001703,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,64960.0,81200.0,78410.76,-13450.76,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001704,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,15340.0,76700.0,70149.22,-54809.22,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001704,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,61360.0,76700.0,70149.22,-8789.22,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001706,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,15340.0,76700.0,70149.22,-54809.22,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Pride Industries One Inc,BCG0001706,Purchase Replacement < 30 Ft Bus,111204,64AC19-01218,61360.0,76700.0,70149.22,-8789.22,0,Open,,,,,453.0,Pride Industries Inc,,,Company,,Roseville,Placer,Pride Industries Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Redwood Coast Transit Authority,BCG0002099,Purchase Replacement < 30 Ft Bus,111204,64AC19-01220,15340.0,76700.0,0.0,15340.0,0,Open,,,,9R02-91097,261.0,Redwood Coast Transit Authority,,RCTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Crescent City,Del Norte,"Redwood Coast Transit,Redwood Coast Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Redwood Coast Transit Authority,BCG0002099,Purchase Replacement < 30 Ft Bus,111204,64AC19-01220,61360.0,76700.0,0.0,61360.0,0,Open,,,,9R02-91097,261.0,Redwood Coast Transit Authority,,RCTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Crescent City,Del Norte,"Redwood Coast Transit,Redwood Coast Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Redwood Coast Transit Authority,BCG0002101,Purchase Replacement Van,111215,64AC19-01220,11200.0,56000.0,0.0,11200.0,0,Open,,,,9R02-91097,261.0,Redwood Coast Transit Authority,,RCTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Crescent City,Del Norte,"Redwood Coast Transit,Redwood Coast Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Redwood Coast Transit Authority,BCG0002101,Purchase Replacement Van,111215,64AC19-01220,44800.0,56000.0,0.0,44800.0,0,Open,,,,9R02-91097,261.0,Redwood Coast Transit Authority,,RCTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Crescent City,Del Norte,"Redwood Coast Transit,Redwood Coast Dial-A-Ride",Name Match; NTD,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001967,Purchase Replacement Van,111215,64AC19-01221,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001967,Purchase Replacement Van,111215,64AC19-01221,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001968,Purchase Replacement Van,111215,64AC19-01221,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001968,Purchase Replacement Van,111215,64AC19-01221,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001969,Purchase Replacement Van,111215,64AC19-01221,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Regents of the University of California Santa Cruz,BCG0001969,Purchase Replacement Van,111215,64AC19-01221,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,,,,University,,Santa Cruz,Santa Cruz,,No Match,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Riverside Transit Agency,BCG0001882,Mobility Management - MTM,117L00,64AM19-01222,76062.0,380311.0,180346.65,-104284.65,0,Open,,,,90031,269.0,Riverside Transit Agency,,RTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Riverside,Riverside,"Riverside Transit,Riverside Transit Dial-A-Ride",Name Match; NTD,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Riverside Transit Agency,BCG0001882,Mobility Management - MTM,117L00,64AM19-01222,304249.0,380311.0,180346.65,123902.35,0,Open,,,,90031,269.0,Riverside Transit Agency,,RTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Riverside,Riverside,"Riverside Transit,Riverside Transit Dial-A-Ride",Name Match; NTD,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Riverside Transit Agency,BCG0001883,Mobility Management - Riv-San,117L00,64AM19-01222,56653.0,283267.0,134234.37,-77581.37,0,Open,,,,90031,269.0,Riverside Transit Agency,,RTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Riverside,Riverside,"Riverside Transit,Riverside Transit Dial-A-Ride",Name Match; NTD,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Riverside Transit Agency,BCG0001883,Mobility Management - Riv-San,117L00,64AM19-01222,226614.0,283267.0,134234.37,92379.63,0,Open,,,,90031,269.0,Riverside Transit Agency,,RTA,Independent Public Agency or Authority of Transit Service,Full Reporter,Riverside,Riverside,"Riverside Transit,Riverside Transit Dial-A-Ride",Name Match; NTD,0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001846,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,15340.0,76700.0,76700.0,-61360.0,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001846,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,61360.0,76700.0,76700.0,-15340.0,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001876,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,16240.0,81200.0,79276.61,-63036.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001876,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,64960.0,81200.0,79276.61,-14316.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001877,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,16240.0,81200.0,79276.61,-63036.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001877,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,64960.0,81200.0,79276.61,-14316.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001878,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,16240.0,81200.0,79276.61,-63036.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SMOOTH,BCG0001878,Purchase Replacement < 30 Ft Bus,111204,64AC19-01231,64960.0,81200.0,79276.61,-14316.61,0,Open,,,,,,Santa Maria Organization of Transportation Helpers (SMOOTH) ,,,Company,,Santa Maria,Santa Barbara,"Guadalupe Flyer,Guadalupe Shuttle,Santa Maria/Orcutt Senior Dial-A-Ride","Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SAHA,BCG0001718,Buy <30-Ft Bus For Expansion,111304,64AC19-01224,14240.0,71200.0,0.0,14240.0,0,Open,,,,,,Satellite Affordable Housing Associates (SAHA),,,Non-Profit Organization,,Berkeley,Alameda,SAHA,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,SAHA,BCG0001718,Buy <30-Ft Bus For Expansion,111304,64AC19-01224,56960.0,71200.0,0.0,56960.0,0,Open,,,,,,Satellite Affordable Housing Associates (SAHA),,,Non-Profit Organization,,Berkeley,Alameda,SAHA,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,San Benito County Local Transportation Authority,BCG0002102,Purchase Replacement < 30 Ft Bus,111204,64AC19-01223,16240.0,81200.0,0.0,16240.0,0,Open,,,,9R02-91009,274.0,San Benito County Local Transportation Authority,,SBCLTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Hollister,San Benito,"County Express On-Demand,County Express,County Express Dial-A Ride",Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,San Benito County Local Transportation Authority,BCG0002102,Purchase Replacement < 30 Ft Bus,111204,64AC19-01223,64960.0,81200.0,0.0,64960.0,0,Open,,,,9R02-91009,274.0,San Benito County Local Transportation Authority,,SBCLTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Hollister,San Benito,"County Express On-Demand,County Express,County Express Dial-A Ride",Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,San Benito County Local Transportation Authority,BCG0002103,Purchase Replacement Van,111215,64AC19-01223,11200.0,56000.0,0.0,11200.0,0,Open,,,,9R02-91009,274.0,San Benito County Local Transportation Authority,,SBCLTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Hollister,San Benito,"County Express On-Demand,County Express,County Express Dial-A Ride",Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,San Benito County Local Transportation Authority,BCG0002103,Purchase Replacement Van,111215,64AC19-01223,44800.0,56000.0,0.0,44800.0,0,Open,,,,9R02-91009,274.0,San Benito County Local Transportation Authority,,SBCLTA,Independent Public Agency or Authority of Transit Service,Rural Reporter,Hollister,San Benito,"County Express On-Demand,County Express,County Express Dial-A Ride",Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001708,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,16240.0,81200.0,0.0,16240.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001708,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,64960.0,81200.0,0.0,64960.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001713,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,16240.0,81200.0,0.0,16240.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001713,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,64960.0,81200.0,0.0,64960.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001748,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,15340.0,76700.0,0.0,15340.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001748,Purchase Replacement < 30 Ft Bus,111204,64AC19-01228,61360.0,76700.0,0.0,61360.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001768,Purchase Radios,116203,64AC19-01228,600.0,2998.0,0.0,600.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Self-Help for the Elderly,BCG0001768,Purchase Radios,116203,64AC19-01228,2398.0,2998.0,0.0,2398.0,0,Open,,,,,,Self-Help for the Elderly,,,Non-Profit Organization,,San Francisco,"San Francisco, Alameda, San Mateo, Santa Clara",Self-Help for the Elderly,Name Match; Airtable,0,0,0,0,1,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Solano Tranportation Authority ,BCG0001893,Mobility Management,117L00,64AM19-01232,71147.0,355737.0,180395.62,-109248.62,0,Open,,,,,,Solano Transportation Authority,,,Independent Public Agency or Authority of Transit Service,,Suisun City,Solano,Solano Mobility Local Taxi Card Program,"Manual Match, Airtable",0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Solano Tranportation Authority ,BCG0001893,Mobility Management,117L00,64AM19-01232,284590.0,355737.0,180395.62,104194.38,0,Open,,,,,,Solano Transportation Authority,,,Independent Public Agency or Authority of Transit Service,,Suisun City,Solano,Solano Mobility Local Taxi Card Program,"Manual Match, Airtable",0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002185,Buy Van For Svc Expansion,111315,64AC19-01233,11200.0,56000.0,0.0,11200.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002185,Buy Van For Svc Expansion,111315,64AC19-01233,44800.0,56000.0,0.0,44800.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002186,Buy Van For Svc Expansion,111315,64AC19-01233,11200.0,56000.0,0.0,11200.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002186,Buy Van For Svc Expansion,111315,64AC19-01233,44800.0,56000.0,0.0,44800.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002187,Buy Van For Svc Expansion,111315,64AC19-01233,11200.0,56000.0,0.0,11200.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002187,Buy Van For Svc Expansion,111315,64AC19-01233,44800.0,56000.0,0.0,44800.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002188,Buy Van For Svc Expansion,111315,64AC19-01233,11200.0,56000.0,0.0,11200.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002188,Buy Van For Svc Expansion,111315,64AC19-01233,44800.0,56000.0,0.0,44800.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002209,Purchase Computer Hardware,114207,64AC19-01233,1030.0,5150.0,0.0,1030.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",0,0,0,1,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Sunline Transit Agency,BCG0002209,Purchase Computer Hardware,114207,64AC19-01233,4120.0,5150.0,0.0,4120.0,0,Open,,,,90079,327.0,SunLine Transit Agency,,,Independent Public Agency or Authority of Transit Service,Full Reporter,Thousand Palms,Riverside,"SunLine Transit,SunLine School Tripper,SunDial Paratransit,SunLine 10 Commuter Link,SunRide,Palm Springs Buzz","Manual Match, NTD",0,0,0,1,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,The Arc of Amador and Calaveras,BCG0001645,Purchase Replacement Van,111215,64AC19-01235,11200.0,56000.0,0.0,11200.0,0,Open,,,,,461.0,The Arc of Amador and Calaveras,,,Non-Profit Organization,,Sutter Creek,"Amador, Calaveras",The Arc of Amador and Calaveras,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,The Arc of Amador and Calaveras,BCG0001645,Purchase Replacement Van,111215,64AC19-01235,44800.0,56000.0,0.0,44800.0,0,Open,,,,,461.0,The Arc of Amador and Calaveras,,,Non-Profit Organization,,Sutter Creek,"Amador, Calaveras",The Arc of Amador and Calaveras,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,The Respite Inn,BCG0002004,Buy Van For Svc Expansion,111315,64AC19-01238,11200.0,56000.0,0.0,11200.0,0,Open,,,,,,The Respite Inn,,,Non-Profit Organization,,Concord,Contra Costa,The Respite Inn,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,The Respite Inn,BCG0002004,Buy Van For Svc Expansion,111315,64AC19-01238,44800.0,56000.0,0.0,44800.0,0,Open,,,,,,The Respite Inn,,,Non-Profit Organization,,Concord,Contra Costa,The Respite Inn,Name Match; Airtable,1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Tuolumne County Transit Agency (TCTA),BCG0002243,Mobility Management,117L00,64AM19-01240,24209.0,121046.0,37224.51,-13015.51,0,Open,,,,9R02-91057,,Tuolumne County Transit,,TCT,Independent Public Agency or Authority of Transit Service,Rural Reporter,Sonora,Tuolumne,,"Manual Match, NTD",0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Tuolumne County Transit Agency (TCTA),BCG0002243,Mobility Management,117L00,64AM19-01240,96837.0,121046.0,37224.51,59612.49,0,Open,,,,9R02-91057,,Tuolumne County Transit,,TCT,Independent Public Agency or Authority of Transit Service,Rural Reporter,Sonora,Tuolumne,,"Manual Match, NTD",0,0,1,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Ukiah Senior Center Inc,BCG0001990,Purchase Replacement Van,111215,64AC19-01242,11200.0,56000.0,0.0,11200.0,0,Open,,,,,463.0,Ukiah Senior Center,,,Non-Profit Organization,,Ukiah,Mendocino,Ukiah Senior Center Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
2019,5310 Trad,CA-2020-244 | 0020000273-T,2019,Ukiah Senior Center Inc,BCG0001990,Purchase Replacement Van,111215,64AC19-01242,44800.0,56000.0,0.0,44800.0,0,Open,,,,,463.0,Ukiah Senior Center,,,Non-Profit Organization,,Ukiah,Mendocino,Ukiah Senior Center Transportation,"Manual Match, Airtable",1,0,0,0,0,0,0,0,1
