Stop ID #,Stop Abbreviation,Stop Location,Out/In,,Lat,Long,Shelter? Y/N,Type LNI/Wood,Small sign (ID),CHK Panel,MTD sign,# of Benches,Bench Type,Trashcan,# of cans,Trashcan Type,ADA,Notes,Pole,Link
287,HollGriN,Hollister & Griggs,Inbound,,34.434283,-119.835058,Yes,LNI,yes,No,yes,1,Green Wabash,,1,Green Wabash,No,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Griggs/@34.4343194,-119.8350219,3a,46.5y,103.78h,88.34t/data=!3m6!1e1!3m4!1sIPPNkRBgWvteufzfqsk90g!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9407e1da21b55:0x44f5d0c1254a05ba!8m2!3d34.434283!4d-119.835058!10e5!16s%2Fg%2F1tzgpjhn?entry=ttu"
288,HollFaiN,Hollister & Fairview,Inbound,,34.435679,-119.831435,No,,yes,Yes,yes,no,,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Fairview/@34.4356726,-119.8315996,3a,19.5y,99.75h,85.98t/data=!3m6!1e1!3m4!1syZH3xePz-YUdnN0Ku_8ZPA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9407e9968fbb7:0xea43fc8ec819961a!8m2!3d34.435679!4d-119.831435!10e5!16s%2Fg%2F11b6ybghw2?entry=ttu"
289,HollPinN,Hollister & Pine,Inbound,,34.435713,-119.826232,No,,yes,Yes,yes,4,Green Wabash,,3,City Can (Dome),Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Pine/@34.435792,-119.8266433,3a,15y,107.37h,88.05t/data=!3m6!1e1!3m4!1sDrRa4eA34UNsXPpQq00Aog!2e0!7i16384!8i8192!4m7!3m6!1s0x80e94079a5d73537:0x928eb92cbf8265d6!8m2!3d34.4357124!4d-119.8262395!10e5!16s%2Fg%2F1txy2nkh?entry=ttu"
290,HollComN,Hollister & Community Center,Inbound,,34.435557,-119.823499,Yes,wood,yes,No,Yes,1,Wooden,,1,City Can (Dome),Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Community+Center/@34.4356275,-119.8236387,3a,46.3y,146.5h,91t/data=!3m6!1e1!3m4!1sVW_VaIqs9ngN-Mqnr28PXw!2e0!7i16384!8i8192!4m11!1m2!2m1!1sHollister+%26+Community+Center!3m7!1s0x80e94077813e2c85:0xd20eea305ecab33b!8m2!3d34.435557!4d-119.823499!10e5!15sChxIb2xsaXN0ZXIgJiBDb21tdW5pdHkgQ2VudGVykgEIYnVzX3N0b3DgAQA!16s%2Fg%2F11b6y90yfp?entry=ttu"
291,HollSaRN,Hollister & San Ricardo,Inbound,,34.434794,-119.8057,No,,yes,Yes,Yes,1,Wooden,,1,Concrete,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+San+Ricardo/@34.4349689,-119.8060836,3a,15y,116.69h,90.06t/data=!3m6!1e1!3m4!1s7WtH8zzpH2Bf6qKvOAhLzA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93ff69ad1d1db:0xa779aba51e905687!8m2!3d34.434794!4d-119.8057!10e5!16s%2Fg%2F11b6ybgz6h?entry=ttu"
292,HollViCN,Hollister & Via El Cuadro,Inbound,,34.434875,-119.79781,No,,yes,Yes,Yes,1,Concrete,,1,Concrete,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Via+El+Cuadro/@34.4349051,-119.7979532,3a,20.3y,116.77h,85.68t/data=!3m6!1e1!3m4!1su5zPMSxmjVc_-zfjA5rboA!2e0!7i16384!8i8192!4m15!1m7!3m6!1s0x80e93ffa2bacc987:0x6d44ff08bf6fc90f!2sHollister+%26+Via+El+Cuadro!8m2!3d34.434875!4d-119.79781!16s%2Fg%2F11b6ylh8hp!3m6!1s0x80e93ffa2bacc987:0x6d44ff08bf6fc90f!8m2!3d34.434875!4d-119.79781!10e5!16s%2Fg%2F11b6ylh8hp?entry=ttu"
293,HollAuWN,Hollister & Auhay West,Inbound,,34.437948,-119.78139,No,,yes,Yes,Yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Auhay+West/@34.4379968,-119.7813829,3a,41.2y,200.72h,84.74t/data=!3m7!1e1!3m5!1sC7ms_jv3DqQIHVY1VO_AlA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DC7ms_jv3DqQIHVY1VO_AlA%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D184.09048%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e9155115013625:0xe3ccf7c31552f833!8m2!3d34.437948!4d-119.78139!10e5!16s%2Fg%2F1vkxmky9?entry=ttu"
294,HollMerN,Hollister & El Mercado,Inbound,,34.440444,-119.762261,No,,yes,Yes,Yes,1,Wooden,,0,,Yes,,Street lamp,"https://www.google.com/maps/place/Hollister+%26+El+Mercado/@34.440513,-119.7623148,3a,20.4y,146.53h,87.72t/data=!3m6!1e1!3m4!1sKFXSt0bdKjAEcIDrvnzdKg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e915376eb07b35:0xd284af0236e35dd4!8m2!3d34.440444!4d-119.762261!10e5!16s%2Fg%2F1tp08f4f?entry=ttu"
295,StatHitN,State & Hitchcock,Inbound,,34.440338,-119.744152,no,,yes,Yes,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Hitchcock/@34.44037,-119.7442075,3a,49y,130.56h,85.42t/data=!3m6!1e1!3m4!1s5d6hbW0ePsMaYwJTJC22qw!2e0!7i16384!8i8192!4m10!1m2!2m1!1sState+%26+Hitchcock!3m6!1s0x80e915273f0b05e5:0xba9a719c6b7d32a1!8m2!3d34.440338!4d-119.744152!10e5!16s%2Fg%2F11c6_flnxl?entry=ttu"
296,StatDeVN,State & De La Vina,Inbound,,34.440275,-119.7312,No,,yes,Yes,Yes,1,Green Wabash,,0,,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+De+La+Vina/@34.4403212,-119.7314647,3a,44.1y,140.27h,87.71t/data=!3m6!1e1!3m4!1sxaGvSEgE_EUuebHThZdzqA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914dcd509d1b1:0xd95503008e330b5c!8m2!3d34.440275!4d-119.7312!10e5!16s%2Fg%2F11dxkfn8bq?entry=ttu"
297,StatLoON,State & Los Olivos,Inbound,,34.432512,-119.717131,No,,yes,Yes,Yes,1,Green Wabash,,0,,No,,Green - Finial,"https://www.google.com/maps/place/State+%26+Los+Olivos/@34.4326275,-119.7172052,3a,50.1y,176.29h,85.74t/data=!3m6!1e1!3m4!1sj4X2TFggeIXFcGBH3DfktQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91492f2da7825:0xbf4d184eba375709!8m2!3d34.432512!4d-119.717131!10e5!16s%2Fg%2F1tgjllwp?entry=ttu"
298,StatPedN,State & Pedregosa,Inbound,,34.429668,-119.713254,Yes,wood,yes,Yes,Yes,1,Green Wabash,,1,Green Wabash,Yes,,Green - Finial,"https://www.google.com/maps/place/State+%26+Pedregosa/@34.4297704,-119.7132819,3a,44.6y,183.55h,85.47t/data=!3m6!1e1!3m4!1sDQ1HJ79dQH9mRG-bxHz7PA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9148e8740069b:0xba50c6689648a93e!8m2!3d34.429668!4d-119.713254!10e5!16s%2Fg%2F1th827n0?entry=ttu"
299,AnacSolN,Anacapa & Sola,Inbound,,34.426135,-119.70574,no,,yes,No,Yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Anacapa+%26+Sola/@34.4261711,-119.7057253,3a,47.2y,212.34h,76.82t/data=!3m6!1e1!3m4!1sD0Ce7uor0GnADX8NPgDSMQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91487b025bc35:0xbaaaacddf078f02d!8m2!3d34.426135!4d-119.70574!10e5!16s%2Fg%2F1tdy9cnf?entry=ttu"
300,WestComm,Westside Community Center,n/a,,34.419746,-119.709916,No,,yes,No,yes,no,,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Westside+Community+Center/@34.4198827,-119.7100306,3a,41.2y,200.07h,82.25t/data=!3m6!1e1!3m4!1shD_P3fXJow_ZE2aCcWuXAg!2e0!7i16384!8i8192!4m11!1m2!2m1!1sWestside+Community+Center!3m7!1s0x80e9146310513335:0x582b924b54917007!8m2!3d34.419746!4d-119.709916!10e5!15sChlXZXN0c2lkZSBDb21tdW5pdHkgQ2VudGVykgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1tt1s_j3?entry=ttu"
307,CaReKinO,Calle Real & Kingston,Outbound,,34.4412,-119.82149,No,,yes,Yes,yes,1,Wooden,,0,,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Calle+Real+%26+Kingston/@34.4410395,-119.8214554,3a,39.6y,345.72h,90.41t/data=!3m6!1e1!3m4!1s5DNsQeivEBZmdHyzDZ3Zig!2e0!7i16384!8i8192!4m9!3m8!1s0x80e94070f9856013:0x3e34e3a378fde453!8m2!3d34.441096!4d-119.821349!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11cr__yfd8?entry=ttu"
308,EnciCalO,Encina Road & Calle Real,Outbound,,34.441866,-119.82762,No,,No,No,yes,0,,,1,City Can (Dome),Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Calle+Real+%26+Encina+Ln,+Goleta,+CA+93117/@34.4417781,-119.8276858,3a,35.9y,41.63h,84.69t/data=!3m6!1e1!3m4!1sqzWjLoDRNMdtIHdHqituOw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9407b3994822b:0x8f67588c46a3f1f0!8m2!3d34.4414853!4d-119.8277029!10e5!16s%2Fg%2F11hb3q6hsr?entry=ttu"
312,HollCnGO,Hollister & Cannon Green,Outbound,,34.430059,-119.88333,No,,yes,Yes,yes,1,Wooden,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Cannon+Green/@34.4299642,-119.8832796,3a,41.4y,341.89h,87.14t/data=!3m6!1e1!3m4!1sFunDREm65xfwZecJGgYHaQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9474ce1c6530f:0xa67ed657d52c7f93!8m2!3d34.429941!4d-119.883202!10e5!16s%2Fg%2F11dxkqydfw?entry=ttu"
313,HollPalO,Hollister & Palo Alto,Outbound,,34.4299,-119.891768,Yes,wood,yes,Yes,yes,no,,,0,,Yes,,Wooden Shelter,"https://www.google.com/maps/place/Hollister+%26+Palo+Alto/@34.4298719,-119.8917565,3a,53.4y,12.82h,82.55t/data=!3m6!1e1!3m4!1scpeI6K5YlW09HtRYJ9C5Ew!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9474f30fe47d5:0x63abadde6bcc14e7!8m2!3d34.4297975!4d-119.891116!10e5!16s%2Fg%2F11c53bx2cp?entry=ttu"
314,HollSBSO,Hollister & Santa Barbara Shores,Outbound,,34.429874,-119.893783,No,,yes,Yes,yes,no,,,0,,No,,Green - Finial,"https://www.google.com/maps/place/Hollister+%26+Santa+Barbara+Shores/@34.4298322,-119.8938789,3a,43.5y,61.63h,86.87t/data=!3m6!1e1!3m4!1sakPZV9tzie0oqmt6pF2MqQ!2e0!7i16384!8i8192!4m9!3m8!1s0x80e94746008ae5a1:0xef510de87f1b4985!8m2!3d34.4297685!4d-119.89328!10e5!14m1!1BCgIgARICCAI!16s%2Fg%2F11c1p7vdc1?entry=ttu"
315,HollViaN,Hollister & Viajero,Inbound,,34.429581,-119.897021,Yes,LNI,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,LNI Shelter,"https://www.google.com/maps/place/Hollister+%26+Viajero/@34.4297051,-119.897039,3a,43.9y,186.22h,91.74t/data=!3m6!1e1!3m4!1s6EFhUQLt466rEu1DMyj73A!2e0!7i16384!8i8192!4m7!3m6!1s0x80e94746914600a1:0x3313699e3f5e6edd!8m2!3d34.429581!4d-119.897021!10e5!16s%2Fg%2F1v5fs6gn?entry=ttu"
318,MilpQuiN,Milpas & Quinientos,Inbound,,34.421325,-119.678681,No,,yes,No,yes,4 (individual seats),Green Wabash,,0,,Yes,,Street lamp,"https://www.google.com/maps/@34.4215468,-119.6787114,3a,21.5y,180.54h,89.27t/data=!3m6!1e1!3m4!1s8KnCyra-ElR4pRlwVSSbXw!2e0!7i16384!8i8192?entry=ttu"
319,MilpCacN,Milpas & Cacique,Inbound,,34.419438,-119.67609,no,,yes,Yes,yes,0,,,1,Green Wabash,Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/@34.4196514,-119.6761053,3a,21.9y,195.17h,88.03t/data=!3m6!1e1!3m4!1s70FAkXyLlD9nJ580020Heg!2e0!7i16384!8i8192?entry=ttu"
320,CVRButtO,Coast Village & Butterfly,Outbound,,34.421588,-119.64772,no,,no,No,yes,1,Green Wabash,,1,City Can (Dome),No,,Street Signage pole,"https://www.google.com/maps/place/Coast+Village+%26+Butterfly/@34.4215252,-119.6476921,3a,37.1y,342.18h,82.4t/data=!3m6!1e1!3m4!1szzBwGnhZ-nw7ccoaW8T5wA!2e0!7i16384!8i8192!4m11!1m2!2m1!1sCoast+Village+%26+Butterfly!3m7!1s0x80e9124ae3fe7579:0x88d6798888499d5a!8m2!3d34.421588!4d-119.64772!10e5!15sChlDb2FzdCBWaWxsYWdlICYgQnV0dGVyZmx5kgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1tngqlv2?entry=ttu"
321,CVRMidlO,Coast Village & Middle,Inbound,,34.421177,-119.64452,No,,no,Yes,yes,1,Green Wabash,,1,City Can (Dome),Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Coast+Village+%26+Middle/@34.4211246,-119.6445842,3a,45y,41.47h,80.74t/data=!3m6!1e1!3m4!1sPbxrLTvsqXw1p1Gc_SFX5Q!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9124a1da9a449:0x1c857f2caa1ce912!8m2!3d34.4210955!4d-119.644272!10e5!16s%2Fg%2F11cr_wbpcd?entry=ttu"
322,CVROlMiN,Coast Village & Olive Mill,Inbound,,34.421425,-119.64024,No,,no,No,Yes,1,Green Wabash,,1,City Can (Dome),Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Coast+Village+%26+Olive+Mill/@34.4214954,-119.6404936,3a,15y,133.53h,84.15t/data=!3m6!1e1!3m4!1sH4376yBBtnE5snqm2MMDrA!2e0!7i16384!8i8192!4m13!1m2!2m1!1sCoast+Village+%26+Olive+Mill!3m9!1s0x80e912482769621b:0x92456328f871eeac!8m2!3d34.421425!4d-119.64024!10e5!14m1!1BCgIgARICCAI!15sChpDb2FzdCBWaWxsYWdlICYgT2xpdmUgTWlsbJIBCGJ1c19zdG9w4AEA!16s%2Fg%2F11b6ybxn8v?entry=ttu"
323,CarpReyO,Carpinteria & Reynolds,Outbound,,34.401699,-119.523764,No,LNI,yes,Yes,yes,1,Green Wabash,,1,Concrete,Yes,,LNI Shelter,"https://www.google.com/maps/place/Carpinteria+%26+Reynolds/@34.4016213,-119.5236512,3a,36.1y,321.37h,86.7t/data=!3m6!1e1!3m4!1sWXiP76fmycHNKcfGhJL97g!2e0!7i16384!8i8192!4m7!3m6!1s0x80e90ec534ffd737:0x3ecffc90fd630eb1!8m2!3d34.401699!4d-119.523764!10e5!16s%2Fg%2F1tfzs6vg?entry=ttu"
324,CVRCVCO,Coast Village & Coast Village Circle,Outbound,,34.421453,-119.64189,no,,no,No,yes,1,Green Wabash,,1,City Can (Dome),Yes,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Coast+Village+Cir+%26+Coast+Village+Rd,+Santa+Barbara,+CA+93108/@34.4213972,-119.6418436,3a,21.1y,290.57h,84.87t/data=!3m6!1e1!3m4!1sAkFog247IfIALgmdKm9bRw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9124ae4bea5a1:0x3deb20bdfef2f6d5!8m2!3d34.4214611!4d-119.6478554!10e5!16s%2Fg%2F11f33gd__z?entry=ttu"
325,MilpDeGN,Milpas & De La Guerra,Inbound,,34.428849,-119.68896,yes,LNI,yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,LNI Shelter,"https://www.google.com/maps/place/Milpas+%26+De+La+Guerra/@34.4290496,-119.6890141,3a,15y,176.55h,87.71t/data=!3m6!1e1!3m4!1s6Xxg-lSkBaGfQwXBCG8mEQ!2e0!7i16384!8i8192!4m11!1m2!2m1!1sMilpas+%26+De+La+Guerra!3m7!1s0x80e913789f71c80d:0xc840f9710e777924!8m2!3d34.428849!4d-119.68896!10e5!15sChVNaWxwYXMgJiBEZSBMYSBHdWVycmGSAQhidXNfc3RvcOABAA!16s%2Fg%2F11b6ygpr7x?entry=ttu"
326,MilpPuVN,Milpas & Puerto Vallarta,Inbound,,34.41823,-119.67445,no,,no,No,yes,no,,,0,,No,,Street lamp,"https://www.google.com/maps/place/Milpas+%26+Puerto+Vallarta/@34.4184934,-119.6745633,3a,19.6y,170.35h,88.85t/data=!3m6!1e1!3m4!1s_IkBPMa5ebj-SNirX7oElw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91396136a0125:0x5cbe60171549a573!8m2!3d34.41827!4d-119.67439!10e5!16s%2Fg%2F11b6yf6j5q?entry=ttu"
327,BathLosO,Bath & Los Olivos,Outbound,,34.429425,-119.720442,no,,yes,No,yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Bath+%26+Los+Olivos/@34.4293471,-119.7204046,3a,23.3y,349.99h,84.11t/data=!3m6!1e1!3m4!1swdsj-AFu4Sm45vx2KxZJdw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914f2c80765f5:0x50ead87844b9a5e0!8m2!3d34.429108!4d-119.720197!10e5!16s%2Fg%2F1tf9t412?entry=ttu"
328,JuniAlaO,Junipero & Alamar,Outbound,,34.428638,-119.726334,no,,yes,Yes,yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Junipero+%26+Alamar/@34.4286061,-119.7262506,3a,19.7y,282.48h,82.38t/data=!3m6!1e1!3m4!1sqXqU5PTJKAtbzGUTB3h_Xg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914f1e2301af7:0xb4646727ce5a493f!8m2!3d34.428638!4d-119.726334!10e5!16s%2Fg%2F1tqty5qb?entry=ttu"
329,JuniCaRO,Junipero & Calle Real,Outbound,,34.427401,-119.72767,no,,yes,No,yes,1,Green Wabash,,1,Green Wabash,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Junipero+%26+Calle+Real/@34.4273971,-119.7275427,3a,15.9y,276.97h,84.28t/data=!3m6!1e1!3m4!1sHYegCEVyCyzMB7FBLgXtFA!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914f1c605a7c9:0x893d949839758f82!8m2!3d34.4275745!4d-119.7273645!10e5!16s%2Fg%2F11c1pf1wxn?entry=ttu"
330,SaOnLaPO,San Onofre & Las Positas,Outbound,,34.432418,-119.733491,no,,yes,Yes,yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/San+Onofre+%26+Las+Positas/@34.432393,-119.733452,3a,78.6y,329.84h,79.46t/data=!3m6!1e1!3m4!1sLp7tz_B6OFEugj5o5pDzCw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e914e67beac7ed:0x4e4b5df22105f51!8m2!3d34.432373!4d-119.7334705!10e5!16s%2Fg%2F11dxkq51wp?entry=ttu"
331,JuniCasO,Junipero & Castillo,Outbound,,34.430292,-119.72455,no,,no,,no,0,,,,,Yes,Permanently Closed,,
332,DeLaMisN,De La Vina & Mission,Inbound,,34.428341,-119.716556,no,,Yes,Yes,yes,1,Concrete,,1,Green Wabash,Yes,,Galvinized Pole - Green,"https://www.google.com/maps/place/De+La+Vina+%26+Mission/@34.4283238,-119.7164634,3a,42.7y,292.69h,86.83t/data=!3m6!1e1!3m4!1sG0x5u0uVHM1jqkoUdhJT_w!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9148cf8bf4d0b:0x59ef40d8e6f3daae!8m2!3d34.428341!4d-119.716556!10e5!16s%2Fg%2F1tgpblf1?entry=ttu"
333,DeLaIslN,De La Vina & Islay,Inbound,,34.426636,-119.714234,yes,LNI,Yes,No,yes,1,Green Wabash,,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/De+La+Vina+%26+Islay/@34.4267538,-119.7143084,3a,20.8y,162.58h,84.64t/data=!3m6!1e1!3m4!1s-nBTS0fvNwckP1z75P1h_A!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9148bf9b7ed11:0xa13df38e1cb3e009!8m2!3d34.426636!4d-119.714234!10e5!16s%2Fg%2F1tlvpvgt?entry=ttu"
334,DeLaMicN,De La Vina & Micheltorena,Inbound,,34.424063,-119.710732,no,,Yes,No,yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/De+La+Vina+%26+Micheltorena/@34.4242171,-119.7107948,3a,16.8y,178.58h,83.37t/data=!3m6!1e1!3m4!1s8XTwAfdGddzQyj1zgAwNZQ!2e0!7i16384!8i8192!4m11!1m2!2m1!1sDe+La+Vina+%26+Micheltorena!3m7!1s0x80e91488356e17b9:0xc7d536db6d408aa5!8m2!3d34.424063!4d-119.710732!10e5!15sChlEZSBMYSBWaW5hICYgTWljaGVsdG9yZW5hkgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1v3gs6gy?entry=ttu"
335,CabrLoPO,Cabrillo & Los Patos,Outbound,,34.421923,-119.65607,no,,Yes,Yes,yes,1,Wooden,,0,,No,,Galvinized Pole - Silver,"https://www.google.com/maps/place/Cabrillo+%26+Los+Patos/@34.4219286,-119.655854,3a,17.1y,265.88h,86.89t/data=!3m7!1e1!3m5!1sycFcYGGfkG2MF1gJFq8rbg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DycFcYGGfkG2MF1gJFq8rbg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D262.9511%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e913b6ac00a6e5:0xf5d03c996cb5e287!8m2!3d34.421923!4d-119.65607!10e5!16s%2Fg%2F11b6yj920t?entry=ttu"
336,ElCoStaO,El Colegio & Stadium,Outbound,,34.417475,-119.8541,yes,LNI,Yes,No,yes,1,Green Wabash,,0,,Yes,,LNI Shelter,"https://www.google.com/maps/place/El+Colegio+%26+Stadium/@34.4174331,-119.8539924,3a,25y,306.08h,84.45t/data=!3m6!1e1!3m4!1sZGhQ7ohYnzBdMUVDh8JLTg!2e0!7i16384!8i8192!4m7!3m6!1s0x80e93f66f5593e39:0xd7a1d9f75da64eb9!8m2!3d34.417475!4d-119.8541!10e5!16s%2Fg%2F1ydppxf0x?entry=ttu"
342,CarpCaPO,Carpinteria & Casitas Plaza Out,Outbound,,34.394512,-119.512969,yes,LNI,Yes,Yes,yes,1,Green Wabash,,1,Green Wabash,Yes,,LNI Shelter,"https://www.google.com/maps/place/Carpinteria+%26+Casitas+Plaza+Out+-+Bus+stop+342/@34.3944404,-119.5129924,3a,47.3y,33.5h,88.11t/data=!3m7!1e1!3m5!1snBKXhQs9a3kTGQXwa8R9qw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DnBKXhQs9a3kTGQXwa8R9qw%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D25.29283%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m10!1m2!2m1!1sCarpinteria+%26+Casitas+Plaza+Out!3m6!1s0x80e90ed57651f151:0x29eae4bff86ab9b5!8m2!3d34.3945143!4d-119.5129636!10e5!16s%2Fg%2F1w4f8d_w?entry=ttu"
343,ChapCotO,Chapala & Cota,Outbound,,34.41685,-119.698029,no,,Yes,No,yes,1,Green Wabash,,1,Green Wabash,Yes,,Galvinized Pole - Green,"https://www.google.com/maps/place/Chapala+%26+Cota/@34.4168595,-119.6981261,3a,45.7y,6.31h,77.27t/data=!3m6!1e1!3m4!1sjkIjrj1jWsu0kL2gHgO9uQ!2e0!7i13312!8i6656!4m16!1m8!3m7!1s0x80e9147822e341a9:0x8301b94437b59187!2sChapala+St+%26+W+Cota+St,+Santa+Barbara,+CA+93101!3b1!8m2!3d34.4166492!4d-119.6979451!16s%2Fg%2F11hb2_mrx_!3m6!1s0x80e914783ca37c55:0x73effa892a509dd0!8m2!3d34.41685!4d-119.698029!10e5!16s%2Fg%2F1vpq75z7?entry=ttu"
344,ChapDeLO,Chapala & De La Guerra,Outbound,,34.418431,-119.700178,no,,no,,no,,,,,,,Permanently Closed,Galvinized Pole - Green,"https://www.google.com/maps/place/Chapala+%26+De+La+Guerra/@34.4183925,-119.7002161,3a,58.3y,10.65h,86.87t/data=!3m6!1e1!3m4!1sqqNwKnxtACXSEaolJ97wiQ!2e0!7i16384!8i8192!4m11!1m2!2m1!1sChapala+%26+De+La+Guerra!3m7!1s0x80e9147909388a65:0x25d30810d1465e5e!8m2!3d34.418431!4d-119.700178!10e5!15sChZDaGFwYWxhICYgRGUgTGEgR3VlcnJhkgEIYnVzX3N0b3DgAQA!16s%2Fg%2F1tjcprpp?entry=ttu"
345,ChapCanO,Chapala & Canon Perdido,Outbound,,34.419707,-119.701911,no,,Yes,No,Yes,1,Green Wabash,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/Chapala+%26+Canon+Perdido/@34.419699,-119.7019984,3a,45.1y,104.63h,87.82t/data=!3m7!1e1!3m5!1sOYKQ4N_5jjQDUfjFMzxrbg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DOYKQ4N_5jjQDUfjFMzxrbg%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D69.33086%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m7!3m6!1s0x80e91479574f5ed7:0xe975aa7637bb7de0!8m2!3d34.419707!4d-119.701911!10e5!16s%2Fg%2F1tfr0rds?entry=ttu"
346,DeLaCaPO,De La Vina & Canon Perdido,Outbound,,34.41822,-119.702699,no,,Yes,No,Yes,no,,,0,,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/De+La+Vina+%26+Canon+Perdido/@34.4182452,-119.7026558,3a,16.5y,163.52h,86.05t/data=!3m6!1e1!3m4!1serzdjYSy7P22oqefzZgFUw!2e0!7i16384!8i8192!4m7!3m6!1s0x80e9147bdb0e3bc9:0x451eaa8327a809da!8m2!3d34.41828!4d-119.702792!10e5!16s%2Fg%2F1tj582b2?entry=ttu"
347,DeLaOrtO,De La Vina & Ortega,Outbound,,34.416346,-119.700165,no,,Yes,No,Yes,1,Green Wabash,,1,Concrete,Yes,,Powder Coated Pole - Green,"https://www.google.com/maps/place/De+La+Vina+%26+Ortega/@34.4163558,-119.7000757,3a,36y,277h,88.53t/data=!3m6!1e1!3m4!1sB5A1cBsYVfreYLo7KPC6LQ!2e0!7i16384!8i8192!4m7!3m6!1s0x80e91479c4458a23:0xa7659c65bfd9ae16!8m2!3d34.416346!4d-119.700165!10e5!16s%2Fg%2F1tkjlhx3?entry=ttu"
