agency,stop_id,stop_name,route_type,date,shn_route,shn_route_type,x,y
San Diego Metropolitan Transit System,99396,Silver Strand Bl & Avenida De Las Arenas,3,8/14/2024,75,State,-117.1723849,32.67712415
San Diego Metropolitan Transit System,99848,Silver Strand Bl & Avenida de las Arenas,3,8/14/2024,75,State,-117.1726085,32.6769015
San Diego Metropolitan Transit System,60055,4th St & Palm Av,3,8/14/2024,282,State,-117.1785566,32.69597386
San Diego Metropolitan Transit System,60056,4th St & E Av,3,8/14/2024,282,State,-117.1768623,32.69528574
San Diego Metropolitan Transit System,60103,3rd St & I Av,3,8/14/2024,282,State,-117.1805199,32.69874606
San Diego Metropolitan Transit System,60161,3rd St & G Av,3,8/14/2024,282,State,-117.1786327,32.69795497
San Diego Metropolitan Transit System,60162,3rd St & E Av,3,8/14/2024,282,State,-117.1764157,32.69701242
San Diego Metropolitan Transit System,60163,3rd St & Orange Av,3,8/14/2024,282,State,-117.1742936,32.69612958
San Diego Metropolitan Transit System,60105,Pomona Av & 3rd St,3,8/14/2024,75,State,-117.1710195,32.69449947
San Diego Metropolitan Transit System,60106,Pomona Av & Glorietta Pl,3,8/14/2024,75,State,-117.1703649,32.6931356
San Diego Metropolitan Transit System,60164,3rd St & C Av,3,8/14/2024,75,State,-117.1729876,32.69558141
San Diego Metropolitan Transit System,92271,La Media Rd & SR-905 Eastbound Onramp,3,8/14/2024,905,State,-116.9625582,32.56381063
San Joaquin Regional Transit District,3242,MT DIABLO AV & I-5 MB/WB,3,8/14/2024,5,Interstate,-121.329301,37.957192
San Joaquin Regional Transit District,4254,WILCOX & WATERLOO NS NB,3,8/14/2024,88,State,-121.2444,37.988319
San Joaquin Regional Transit District,3397,ARGONAUT & MLK BLVD FS/SB,3,8/14/2024,4,State,-121.302962,37.935311
San Joaquin Regional Transit District,7102,STOCKTON ST & CHARTER WY NS NB,3,8/14/2024,4,State,-121.299885,37.936151
San Joaquin Regional Transit District,4261,HWY 99 FRONTAGE @ BOEING WY FS SB,3,8/14/2024,99,State,-121.225932,37.911487
San Joaquin Regional Transit District,7216,99 FRONTAGE & TOGNINALI LN FS SB,3,8/14/2024,99,State,-121.228685,37.918287
San Joaquin Regional Transit District,7249,TOGNINALI LN & 99 FRONTAGE FS WB,3,8/14/2024,99,State,-121.228731,37.918322
San Joaquin Regional Transit District,7767,99 FRONTAGE & MARFARGOA RD NS NB,3,8/14/2024,99,State,-121.226126,37.913691
City of Santa Clarita,278,Sierra Hwy & Placerita Canyon Rd,3,8/14/2024,14,State,-118.493912,34.378693
City of Santa Clarita,279,Sierra Hwy & Placerita Canyon Rd,3,8/14/2024,14,State,-118.493789,34.378416
City of Santa Clarita,280,Sierra Hwy & Dockweiler Dr,3,8/14/2024,14,State,-118.500284,34.37234
City of Santa Clarita,281,Sierra Hwy & Dockweiler Dr,3,8/14/2024,14,State,-118.500364,34.371785
City of Santa Clarita,633,Sierra Hwy & Golden Valley Rd,3,8/14/2024,14,State,-118.484103,34.395952
City of Santa Clarita,634,Sierra Hwy & Rainbow Gln Dr,3,8/14/2024,14,State,-118.480834,34.397754
City of Santa Clarita,635,Sierra Hwy & Rainbow Gln Dr,3,8/14/2024,14,State,-118.480214,34.397672
City of Santa Clarita,882,Sierra Hwy & Golden Valley Rd,3,8/14/2024,14,State,-118.482903,34.396975
City of Santa Clarita,761,Soledad Canyon Rd & Oak Spring Canyon Rd,3,8/14/2024,14,State,-118.414903,34.42805
City of Santa Clarita,763,Soledad Canyon Rd & Rue Entree,3,8/14/2024,14,State,-118.411202,34.427952
City of Santa Clarita,765,Soledad Canyon Rd & Flowerpark Dr,3,8/14/2024,14,State,-118.406126,34.428306
City of Santa Clarita,767,Soledad Canyon Rd & Poppy Meadow St,3,8/14/2024,14,State,-118.399333,34.430735
Santa Cruz Metropolitan Transit District,1403,W Lake Ave & Main,3,8/14/2024,152,State,-121.758659,36.911495
Santa Cruz Metropolitan Transit District,900,E Beach & Marchant,3,8/14/2024,152,State,-121.753555,36.912575
Santa Cruz Metropolitan Transit District,1444,Main & Rodriguez,3,8/14/2024,152,State,-121.763992,36.915394
Santa Cruz Metropolitan Transit District,1508,Main & W 5th,3,8/14/2024,152,State,-121.759621,36.912842
Santa Cruz Metropolitan Transit District,1610,Main & Ford,3,8/14/2024,152,State,-121.760254,36.913899
Santa Cruz Metropolitan Transit District,1648,Main & Pennsylvania Dr,3,8/14/2024,152,State,-121.770653,36.916489
Santa Cruz Metropolitan Transit District,942,Main & Rodriguez,3,8/14/2024,152,State,-121.763763,36.9151
Santa Cruz Metropolitan Transit District,943,Main & Auto Center Dr,3,8/14/2024,152,State,-121.767921,36.915791
Santa Cruz Metropolitan Transit District,944,Main & Pennsylvania Dr,3,8/14/2024,152,State,-121.771217,36.91634
Santa Cruz Metropolitan Transit District,945,Main & Clifford Ave,3,8/14/2024,152,State,-121.776237,36.917484
Santa Cruz Metropolitan Transit District,946,Main & Ohlone Pkwy,3,8/14/2024,152,State,-121.776535,36.91724
Santa Cruz Metropolitan Transit District,947,Main & S Green Valley Rd,3,8/14/2024,152,State,-121.78241,36.918545
Santa Cruz Metropolitan Transit District,948,Main & S Green Valley Rd,3,8/14/2024,152,State,-121.782959,36.918312
Santa Cruz Metropolitan Transit District,1424,E Lake & Nugent Ave,3,8/14/2024,152,State,-121.744766,36.929527
Santa Cruz Metropolitan Transit District,1541,E Lake & Wagner Ave,3,8/14/2024,152,State,-121.745789,36.926269
Santa Cruz Metropolitan Transit District,1641,E Lake & Bridge,3,8/14/2024,152,State,-121.744064,36.930779
Santa Cruz Metropolitan Transit District,905,E Lake & Martinelli (East Lake Village),3,8/14/2024,152,State,-121.746262,36.924847
Santa Cruz Metropolitan Transit District,906,E Lake & Martinelli (East Lake Village),3,8/14/2024,152,State,-121.745865,36.925247
Santa Cruz Metropolitan Transit District,1489,E Lake & Lincoln St,3,8/14/2024,152,State,-121.754097,36.914864
Santa Cruz Metropolitan Transit District,904,E Lake & Sudden,3,8/14/2024,152,State,-121.756165,36.913342
Santa Cruz Metropolitan Transit District,1586,Mission & Union,3,8/14/2024,1,State,-122.032707,36.975868
Santa Cruz Metropolitan Transit District,1171,Mission & Miramar Dr (Almar Shopping Ctr),3,8/14/2024,1,State,-122.044601,36.962131
Santa Cruz Metropolitan Transit District,1172,Mission & Miramar Dr (Almar Shopping Ctr),3,8/14/2024,1,State,-122.044502,36.962398
Santa Cruz Metropolitan Transit District,1173,Mission & Palm (Palm Center),3,8/14/2024,1,State,-122.041534,36.965111
Santa Cruz Metropolitan Transit District,1174,Mission & Olive,3,8/14/2024,1,State,-122.041832,36.965073
Santa Cruz Metropolitan Transit District,1175,Mission & Trescony,3,8/14/2024,1,State,-122.039131,36.967289
Santa Cruz Metropolitan Transit District,1176,Mission & Laurel,3,8/14/2024,1,State,-122.037437,36.96917
Santa Cruz Metropolitan Transit District,1177,Mission & Laurel,3,8/14/2024,1,State,-122.037788,36.969029
Santa Cruz Metropolitan Transit District,1458,Mission & King,3,8/14/2024,1,State,-122.047745,36.961262
Santa Cruz Metropolitan Transit District,1565,Mission & Swift,3,8/14/2024,1,State,-122.048813,36.960636
Santa Cruz Metropolitan Transit District,1309,Soquel Dr (Creekside Offices),3,8/14/2024,1,State,-121.890137,36.975594
Santa Cruz Metropolitan Transit District,1125,Hwy 1 & Davenport Ave (Cash Store),3,8/14/2024,1,State,-122.194145,37.010872
Santa Cruz Metropolitan Transit District,1126,Hwy 1 & Coast Rd,3,8/14/2024,1,State,-122.143456,36.982559
Santa Cruz Metropolitan Transit District,1178,Mission & Rigg,3,8/14/2024,1,State,-122.036392,36.970787
Santa Cruz Metropolitan Transit District,1179,Mission & Otis,3,8/14/2024,1,State,-122.036552,36.970921
Santa Cruz Metropolitan Transit District,1359,Hwy 1 & Western Dr,3,8/14/2024,1,State,-122.057297,36.96101
Santa Cruz Metropolitan Transit District,1564,Hwy 1 & Bonny Doon Rd,3,8/14/2024,1,State,-122.180626,37.000938
Santa Cruz Metropolitan Transit District,1308,Soquel Dr (Creekside Offices),3,8/14/2024,1,State,-121.889977,36.975746
Santa Cruz Metropolitan Transit District,1312,Soquel Dr & Jaunell Rd,3,8/14/2024,1,State,-121.880272,36.973389
Santa Cruz Metropolitan Transit District,1352,Soquel Dr & Monroe Ave (Auto Center),3,8/14/2024,1,State,-121.875214,36.971603
Santa Cruz Metropolitan Transit District,1650,Westgate Dr & Technology Dr (Social Security),3,8/14/2024,1,State,-121.793701,36.923019
Santa Cruz Metropolitan Transit District,1127,Hwy 9 (#6519),3,8/14/2024,9,State,-122.075081,37.05563
Santa Cruz Metropolitan Transit District,1128,Hwy 9 (Viking Cottages),3,8/14/2024,9,State,-122.077408,37.058273
Santa Cruz Metropolitan Transit District,1129,Hwy 9 (SLV High School),3,8/14/2024,9,State,-122.080154,37.06131
Santa Cruz Metropolitan Transit District,1130,Hwy 9 (SLV High School),3,8/14/2024,9,State,-122.080193,37.061214
Santa Cruz Metropolitan Transit District,1131,Hwy 9 & El Solyo Heights Dr,3,8/14/2024,9,State,-122.079758,37.065662
Santa Cruz Metropolitan Transit District,1132,Hwy 9 & El Solyo Heights Dr,3,8/14/2024,9,State,-122.079704,37.066677
Santa Cruz Metropolitan Transit District,1133,Hwy 9 & Glen Lomond Ln,3,8/14/2024,9,State,-122.083977,37.069176
Santa Cruz Metropolitan Transit District,1134,Hwy 9 & Sunnycroft Rd,3,8/14/2024,9,State,-122.084068,37.071644
Santa Cruz Metropolitan Transit District,1135,Hwy 9 (Highlands Park),3,8/14/2024,9,State,-122.083565,37.079186
Santa Cruz Metropolitan Transit District,1136,Hwy 9 (Highlands Park),3,8/14/2024,9,State,-122.083397,37.079517
Santa Cruz Metropolitan Transit District,1137,Hwy 9 & Park Way,3,8/14/2024,9,State,-122.084381,37.080986
Santa Cruz Metropolitan Transit District,1138,Hwy 9 & Shadowbrook Rd,3,8/14/2024,9,State,-122.084435,37.081261
Santa Cruz Metropolitan Transit District,1139,Hwy 9 & Hillside Ave,3,8/14/2024,9,State,-122.08873,37.087681
Santa Cruz Metropolitan Transit District,1140,Hwy 9 & Hillside Ave,3,8/14/2024,9,State,-122.088585,37.087646
Santa Cruz Metropolitan Transit District,1141,Hwy 9 & Main,3,8/14/2024,9,State,-122.089676,37.089657
Santa Cruz Metropolitan Transit District,1142,Hwy 9 & Main,3,8/14/2024,9,State,-122.089813,37.089844
Santa Cruz Metropolitan Transit District,1143,Hwy 9 & Brown Gables Rd,3,8/14/2024,9,State,-122.09626,37.09296
Santa Cruz Metropolitan Transit District,1144,Hwy 9 & California Dr,3,8/14/2024,9,State,-122.09742,37.09573
Santa Cruz Metropolitan Transit District,1145,Hwy 9 & California Dr,3,8/14/2024,9,State,-122.097122,37.095489
Santa Cruz Metropolitan Transit District,1146,Hwy 9 & Pike Rd,3,8/14/2024,9,State,-122.100967,37.099701
Santa Cruz Metropolitan Transit District,1147,Hwy 9 & Western Ave,3,8/14/2024,9,State,-122.105988,37.105839
Santa Cruz Metropolitan Transit District,1148,Hwy 9 & Larkspur,3,8/14/2024,9,State,-122.10656,37.106651
Santa Cruz Metropolitan Transit District,1149,Hwy 9 & Clear Creek Rd,3,8/14/2024,9,State,-122.109261,37.107697
Santa Cruz Metropolitan Transit District,1150,Hwy 9 & Pacific,3,8/14/2024,9,State,-122.109627,37.107861
Santa Cruz Metropolitan Transit District,1151,Hwy 9 & Irwin Way,3,8/14/2024,9,State,-122.11441,37.111294
Santa Cruz Metropolitan Transit District,1152,Hwy 9 & Irwin Way,3,8/14/2024,9,State,-122.11422,37.111439
Santa Cruz Metropolitan Transit District,1153,Hwy 9 & River,3,8/14/2024,9,State,-122.120453,37.116161
Santa Cruz Metropolitan Transit District,1154,Hwy 9 & River,3,8/14/2024,9,State,-122.120216,37.116524
Santa Cruz Metropolitan Transit District,1155,Hwy 9 & Mountain,3,8/14/2024,9,State,-122.120834,37.120399
Santa Cruz Metropolitan Transit District,1156,Hwy 9 & Lomond,3,8/14/2024,9,State,-122.121696,37.123093
Santa Cruz Metropolitan Transit District,1157,Hwy 9 & Monaco Ln,3,8/14/2024,9,State,-122.125984,37.133812
Santa Cruz Metropolitan Transit District,1158,Hwy 9 & Cresta Dr,3,8/14/2024,9,State,-122.129517,37.138687
Santa Cruz Metropolitan Transit District,1159,Hwy 9 & Sequoia Rd,3,8/14/2024,9,State,-122.134529,37.152439
Santa Cruz Metropolitan Transit District,1161,Hwy 9 & Sylvan Ave,3,8/14/2024,9,State,-122.145607,37.195713
Santa Cruz Metropolitan Transit District,1197,Pool Dr & Hwy 9 (Mountain Store),3,8/14/2024,9,State,-122.133217,37.15493
Santa Cruz Metropolitan Transit District,1363,Hwy 9 & Mountain,3,8/14/2024,9,State,-122.120956,37.120377
Santa Cruz Metropolitan Transit District,1364,Hwy 9 & Willowbrook Dr,3,8/14/2024,9,State,-122.084244,37.071594
Santa Cruz Metropolitan Transit District,1366,Hwy 9 & Brown Gables Rd,3,8/14/2024,9,State,-122.096474,37.092968
Santa Cruz Metropolitan Transit District,1440,Glen Arbor Rd & Hwy 9,3,8/14/2024,9,State,-122.08828,37.088829
Santa Cruz Metropolitan Transit District,1462,Hwy 9 & Pleasant Way,3,8/14/2024,9,State,-122.136292,37.151428
Santa Cruz Metropolitan Transit District,1478,Hwy 9 & Quigg Way,3,8/14/2024,9,State,-122.140999,37.184177
Santa Cruz Metropolitan Transit District,1482,Hwy 9 & Teihl,3,8/14/2024,9,State,-122.138138,37.173401
Santa Cruz Metropolitan Transit District,1499,Hwy 9 & Brookside Dr,3,8/14/2024,9,State,-122.131683,37.142315
Santa Cruz Metropolitan Transit District,1526,Hwy 9 & Brimblecom Rd,3,8/14/2024,9,State,-122.131935,37.142136
Santa Cruz Metropolitan Transit District,1533,Hwy 9 & Middleton Ave (Big Basin),3,8/14/2024,9,State,-122.122597,37.125935
Santa Cruz Metropolitan Transit District,1534,Hwy 9 & Middleton Ave (Big Basin),3,8/14/2024,9,State,-122.122391,37.125984
Santa Cruz Metropolitan Transit District,1560,Hwy 9 & Monaco Ln,3,8/14/2024,9,State,-122.126236,37.133682
Santa Cruz Metropolitan Transit District,1217,River & Golf Club Dr (City Corp. Yard),3,8/14/2024,9,State,-122.030769,36.988747
Santa Cruz Metropolitan Transit District,1653,Vernon & River (METRO Admin Offices),3,8/14/2024,9,State,-122.032234,36.990452
Santa Cruz Metropolitan Transit District,1500,Big Basin Way (Country Club),3,8/14/2024,236,State,-122.161102,37.153336
Santa Cruz Metropolitan Transit District,874,Big Basin Way & China Grade Rd,3,8/14/2024,236,State,-122.163177,37.165234
Santa Cruz Metropolitan Transit District,979,Big Basin Way & Hwy 9,3,8/14/2024,236,State,-122.122658,37.125347
Santa Cruz Metropolitan Transit District,980,Big Basin Way & Boulder Brook Dr,3,8/14/2024,236,State,-122.134613,37.1306
Santa Cruz Metropolitan Transit District,981,Big Basin Way & Redwood Ave,3,8/14/2024,236,State,-122.12619,37.124828
Santa Cruz Metropolitan Transit District,982,Big Basin Way & Ridge Dr (Forest Pool),3,8/14/2024,236,State,-122.1409,37.135456
Santa Cruz Metropolitan Transit District,983,Big Basin Way (Brackenbrae Br),3,8/14/2024,236,State,-122.143929,37.138317
Santa Cruz Metropolitan Transit District,984,Big Basin Way & Acorn Dr,3,8/14/2024,236,State,-122.148872,37.139378
Santa Cruz Metropolitan Transit District,985,Big Basin Way & Acorn Dr,3,8/14/2024,236,State,-122.148087,37.138859
Santa Cruz Metropolitan Transit District,986,Big Basin Way & Fallen Leaf Dr,3,8/14/2024,236,State,-122.156685,37.144855
Santa Cruz Metropolitan Transit District,987,Big Basin Way & Fallen Leaf Dr,3,8/14/2024,236,State,-122.156837,37.144703
Santa Cruz Metropolitan Transit District,988,Big Basin Way & Jamison Creek Rd,3,8/14/2024,236,State,-122.157898,37.146034
Santa Cruz Metropolitan Transit District,989,Big Basin Way (Country Club),3,8/14/2024,236,State,-122.161385,37.153385
City of Santa Maria,20b257cd-6291-4653-a82b-96af60fb9089,Broadway at Sunset,3,8/14/2024,135,State,-120.4358197,34.9646283
City of Santa Maria,26fe8d86-09a3-4195-9d11-1195142746eb,Broadway at Orchard (Inbound),3,8/14/2024,135,State,-120.4357937,34.96620529
City of Santa Maria,32c3e4bc-2cd4-43ac-a825-bc77e47d9bfb,Broadway at Taylor,3,8/14/2024,135,State,-120.43539,34.97349
City of Santa Maria,3e3d8f78-3a85-4033-aa84-1b26225e41a7,Broadway at Williams (Eastside),3,8/14/2024,135,State,-120.43547,34.96924
City of Santa Maria,549b236e-4425-4540-8b33-fc6327183638,Broadway at Orchard (Outbound),3,8/14/2024,135,State,-120.43549,34.96624
City of Santa Maria,7d10a762-7b91-476a-b881-3d76c63afe17,Broadway at Taylor (Vallarta Market),3,8/14/2024,135,State,-120.4357436,34.97419736
City of Santa Maria,9af75e28-4382-4030-ac88-55f229fa23b5,Broadway at Tunnell,3,8/14/2024,135,State,-120.4356727,34.95770301
City of Santa Maria,9c33c1c8-d3a3-4183-a651-1aa3adc4a44b,Broadway at McElhany,3,8/14/2024,135,State,-120.4359108,34.96212956
City of Santa Maria,a544e096-391f-4997-91ee-2ab7b741d728,Broadway at Alvin,3,8/14/2024,135,State,-120.43557,34.96086
City of Santa Maria,c641b3cc-ddc2-47cb-ba09-f03587a80dfe,Broadway at Williams (Westside),3,8/14/2024,135,State,-120.4357836,34.9694227
City of Santa Maria,c65b7144-737c-42ae-87e8-fc676f19c644,Broadway at Fesler,3,8/14/2024,135,State,-120.4360026,34.95617243
City of Santa Maria,dac43de6-9b6d-44ab-82b1-0a768d8bcbd7,Broadway at Mill,3,8/14/2024,135,State,-120.4356448,34.95495957
City of Santa Maria,1e534857-6d71-4255-8175-a40f05a38ef7,Broadway at Carmen Ln,3,8/14/2024,135,State,-120.43621,34.92564
City of Santa Maria,401ddaca-6dba-4133-a30e-bf0ab6c2af87,Broadway at Newlove (IB),3,8/14/2024,135,State,-120.4358617,34.92837622
City of Santa Maria,76803d92-2025-482e-9364-0e07c7b91a9a,Broadway at Jones (OB),3,8/14/2024,135,State,-120.4360874,34.94607021
City of Santa Maria,a3dba32a-7e60-4f30-b960-d13485a3c4e9,Broadway at Battles,3,8/14/2024,135,State,-120.4358178,34.93190445
City of Santa Maria,a5d16005-f317-4e6a-95ce-2154dd5a4891,Broadway at Morrison (SMHS),3,8/14/2024,135,State,-120.4358776,34.94382175
City of Santa Maria,ade34a66-c193-4303-b4f1-ef9f66b9d1ed,Broadway at CVS,3,8/14/2024,135,State,-120.4358712,34.92181611
City of Santa Maria,bff2675b-2bb0-4f1f-830c-ac54a7153590,Broadway at Stowell/Enos,3,8/14/2024,135,State,-120.4358284,34.93557378
City of Santa Maria,de3a7e8c-8918-43d2-879e-575c9e867905,Broadway at Jones (IB),3,8/14/2024,135,State,-120.4358269,34.94650164
City of Santa Maria,f09af637-87de-4bdb-bf49-660539686c97,Broadway at Stowell,3,8/14/2024,135,State,-120.4361989,34.93569591
City of Santa Maria,ffbf03d7-4f82-4825-b069-da61a49b66c7,Broadway at Morrison (SMHS),3,8/14/2024,135,State,-120.4361879,34.94200753
City of Santa Maria,209866fb-6c88-4466-a678-4b860cd594cb,S. Broadway at Kohls,3,8/14/2024,135,State,-120.436184,34.91465
City of Santa Maria,39c7a05e-8263-4dc9-92de-835f0837c3af,Broadway at McCoy (Starbucks),3,8/14/2024,135,State,-120.4357323,34.91497911
City of Santa Maria,64961923-ced2-4d0e-a155-698f451e50a6,Orcutt Rd at Foster,3,8/14/2024,135,State,-120.4362681,34.88251329
City of Santa Maria,2a3e4513-fbb1-46ed-a50a-27d5df841353,Broadway at Town Center West,3,8/14/2024,135,State,-120.436067,34.951977
City of Santa Maria,45a9229d-f824-4bb6-b277-05548634b7d1,ORCUTT RD AT FOSTER (Inbound),3,8/14/2024,135,State,-120.4362233,34.88232569
City of Santa Maria,edfbd836-924f-435c-a084-fe1ad449e6f7,Orcutt Rd at Winter Rd (Evergreen Shopping Center),3,8/14/2024,135,State,-120.4358373,34.8984162
City of Santa Maria,dd64b5be-f198-4276-88ef-84298bafdf50,"Betteravia, McCoy at South Broadway",3,8/14/2024,135,State,-120.435835,34.919437
City of Santa Maria,d09b91aa-881e-4e08-a254-f023552cbe65,Alvin at Broadway (Outbound),3,8/14/2024,135,State,-120.436027,34.960383
City of Santa Maria,fe0ababb-21fa-4d21-b495-264f8fdceb94,Broadway at NewLove (OB),3,8/14/2024,135,State,-120.4363086,34.92901065
Siskiyou County,2332357,City Park near Rail Car,3,8/14/2024,5,Interstate,-122.2759648,41.22410246
Siskiyou County,3467,Weed Ray's Market,3,8/14/2024,265,State,-122.38843,41.423067
Siskiyou County,3482,Across from Weed Ray's Market,3,8/14/2024,265,State,-122.388493,41.422901
Siskiyou County,2332349,Mt. Shasta Title,3,8/14/2024,3,State,-122.6395782,41.71948194
Siskiyou County,2332350,Yreka Motel,3,8/14/2024,3,State,-122.6347,41.73447095
Siskiyou County,2332351,Between Carquest and Smokin' Deals,3,8/14/2024,3,State,-122.6350071,41.73383047
Siskiyou County,2332352,Yreka Child Support,3,8/14/2024,3,State,-122.6395367,41.72014938
Siskiyou County,2615577,Montague Community Center,3,8/14/2024,3,State,-122.5287905,41.72705379
Siskiyou County,3479,Main Street/Across from Museum,3,8/14/2024,3,State,-122.6390068,41.72369851
Siskiyou County,3560,N. Main/Miner Diner,3,8/14/2024,3,State,-122.633568,41.73963325
Siskiyou County,3566,Yreka Dollar General,3,8/14/2024,3,State,-122.6332408,41.73958922
Siskiyou County,3908,Corner of 7th & Webb,3,8/14/2024,3,State,-122.522285,41.726003
Siskiyou County,3913,Across from Ft. Jones Post Office,3,8/14/2024,3,State,-122.841446,41.6078631
Siskiyou County,3914,Ft. Jones Post Office,3,8/14/2024,3,State,-122.841257,41.60782
Siskiyou County,835952,Museum,3,8/14/2024,3,State,-122.6389282,41.72368643
Sacramento County,10019,River Rd & CA-220 (SB),3,8/14/2024,160,State,-121.559277,38.237318
Sacramento County,10007,Stockton Blvd & Twin Cities Rd (SB),3,8/14/2024,104,State,-121.311232,38.290714
Sacramento County,10006,Timberlake Way & Hospital Dr (SB),3,8/14/2024,99,State,-121.414455,38.464019
Stanislaus Regional Transit Authority,1302,Bay B - Modesto Transit Center - 1st exi,3,8/14/2024,132,State,-121.00058,37.638838
Stanislaus Regional Transit Authority,1063,Yosemite Blvd & Abbie St,3,8/14/2024,132,State,-120.900167,37.638242
Stanislaus Regional Transit Authority,1095,Yosemite Blvd & B St,3,8/14/2024,132,State,-120.906452,37.638371
Stanislaus Regional Transit Authority,1096,Yosemite Blvd & Del Monte Foods,3,8/14/2024,132,State,-120.916614,37.638337
Stanislaus Regional Transit Authority,1097,Yosemite Blvd & Yosemite Meadows Dr,3,8/14/2024,132,State,-120.921583,37.638332
Stanislaus Regional Transit Authority,1112,Yosemite Blvd & Del Monte Foods,3,8/14/2024,132,State,-120.916506,37.638192
Stanislaus Regional Transit Authority,348,Yosemite Blvd & Beard Ave,3,8/14/2024,132,State,-120.943294,37.638059
Stanislaus Regional Transit Authority,361,Yosemite Blvd & Lincoln Ave,3,8/14/2024,132,State,-120.941712,37.638261
Stanislaus Regional Transit Authority,751,Yosemite Blvd & Riverside Dr,3,8/14/2024,132,State,-120.946928,37.638213
Stanislaus Regional Transit Authority,50,Maze Blvd & Spencer Ave,3,8/14/2024,132,State,-121.01766,37.638585
Stanislaus Regional Transit Authority,51,Maze Blvd & Martin Luther King Dr,3,8/14/2024,132,State,-121.012,37.638604
Stanislaus Regional Transit Authority,52,Maze Blvd & Jefferson St,3,8/14/2024,132,State,-121.009101,37.638577
Stanislaus Regional Transit Authority,53,L St & 7th St,3,8/14/2024,132,State,-121.005602,37.640088
Stanislaus Regional Transit Authority,1300,Bay A - Modesto Transit Center - Exit on,3,8/14/2024,132,State,-121.001297,37.639402
Stanislaus Regional Transit Authority,169,9th St & G St,3,8/14/2024,132,State,-120.997522,37.636517
Stanislaus Regional Transit Authority,170,9th St & D St,3,8/14/2024,132,State,-120.994625,37.634123
Stanislaus Regional Transit Authority,209,9th St & D St,3,8/14/2024,132,State,-120.994801,37.634446
Stanislaus Regional Transit Authority,496,9th St & K St,3,8/14/2024,132,State,-121.002824,37.641239
Stanislaus Regional Transit Authority,268,D St & Yosemite Blvd,3,8/14/2024,132,State,-120.990157,37.637129
Stanislaus Regional Transit Authority,269,Yosemite Blvd & Morton Blvd,3,8/14/2024,132,State,-120.984818,37.637468
Stanislaus Regional Transit Authority,270,Yosemite Blvd & Santa Rosa Ave,3,8/14/2024,132,State,-120.980351,37.638183
Stanislaus Regional Transit Authority,271,Yosemite Blvd & Santa Rita Ave,3,8/14/2024,132,State,-120.977486,37.638163
Stanislaus Regional Transit Authority,272,Yosemite Blvd & Santa Cruz Ave,3,8/14/2024,132,State,-120.97383,37.638145
Stanislaus Regional Transit Authority,273,Yosemite Blvd & Kerr Ave,3,8/14/2024,132,State,-120.970964,37.638151
Stanislaus Regional Transit Authority,275,Empire Ave & Yosemite Blvd,3,8/14/2024,132,State,-120.96796,37.637905
Stanislaus Regional Transit Authority,288,Yosemite Blvd & Santa Ana Ave,3,8/14/2024,132,State,-120.976184,37.638323
Stanislaus Regional Transit Authority,289,Yosemite Blvd & Las Flores Ave,3,8/14/2024,132,State,-120.981325,37.638342
Stanislaus Regional Transit Authority,290,Yosemite Blvd & Groveland St,3,8/14/2024,132,State,-120.986842,37.637424
Stanislaus Regional Transit Authority,291,D St & 13th St,3,8/14/2024,132,State,-120.990375,37.637148
Stanislaus Regional Transit Authority,882,D St & 10th St,3,8/14/2024,132,State,-120.993473,37.634586
Stanislaus Regional Transit Authority,1064,Yosemite Blvd & S Western Ave,3,8/14/2024,132,State,-120.768195,37.63817
Stanislaus Regional Transit Authority,1113,Yosemite Blvd & B St,3,8/14/2024,132,State,-120.90718,37.638191
Stanislaus Regional Transit Authority,1239,Yosemite Blvd & Geer Rd,3,8/14/2024,132,State,-120.851943,37.638688
Stanislaus Regional Transit Authority,1240,Yosemite Blvd & Reinway Ave,3,8/14/2024,132,State,-120.773431,37.638128
Stanislaus Regional Transit Authority,1243,Yosemite Blvd & Western Ave,3,8/14/2024,132,State,-120.768249,37.638249
Stanislaus Regional Transit Authority,1244,Yosemite Blvd & Reinway Ave,3,8/14/2024,132,State,-120.773116,37.638303
Stanislaus Regional Transit Authority,1245,Yosemite Blvd & Geer Rd,3,8/14/2024,132,State,-120.851461,37.638791
Stanislaus Regional Transit Authority,1246,Yosemite Blvd & H St,3,8/14/2024,132,State,-120.900309,37.638353
Stanislaus Regional Transit Authority,1297,Yosemite Blvd & McClure Rd,3,8/14/2024,132,State,-120.930562,37.638346
Stanislaus Regional Transit Authority,274,Yosemite Blvd & Empire Ave,3,8/14/2024,132,State,-120.969095,37.63814
Stanislaus Regional Transit Authority,350,Yosemite Blvd & McClure Rd,3,8/14/2024,132,State,-120.930555,37.638102
Stanislaus Regional Transit Authority,368,Yosemite Blvd & Rosina Ave,3,8/14/2024,132,State,-120.969,37.638288
Stanislaus Regional Transit Authority,974,Yosemite Blvd & Daly Ave,3,8/14/2024,132,State,-120.963006,37.638234
Stanislaus Regional Transit Authority,983,Yosemite Blvd & Colfax Ave,3,8/14/2024,132,State,-120.955886,37.638265
Stanislaus Regional Transit Authority,115,McHenry Village - McHenry Ave & Granger,3,8/14/2024,108,State,-120.993906,37.668401
Stanislaus Regional Transit Authority,256,McHenry Village - McHenry Ave & Granger,3,8/14/2024,108,State,-120.99408,37.667478
Stanislaus Regional Transit Authority,257,McHenry Ave & Coolidge Ave,3,8/14/2024,108,State,-120.994056,37.666086
