grant_fiscal_year,funding_program,grant_number,project_year,organization_name,upin,description,ali,contract_number,allocationamount,encumbered_amount,expendedamount,activebalance,closedoutbalance,project_status,agency,city,state,legacy_ntd_id,ntd_id,organization_type,reporter_type,primary_uza_population,agency_voms,years_old:,_13_15,_16_20,_21_25,_26_30,_31_60,_60+,total_vehicles,average_age_of_fleet__in_years_,average_lifetime_miles_per_vehicle,_0_9,_10_12,vehicle_groups,name,itp_id,gtfs_schedule_status,number_services_w_complete_rt_status,#_fixed_route_services_w__static_gtfs,complete_static_gtfs_coverage_1_means_yes,complete_rt_coverage,gt_1_gtfs_for_any_service_1_means_yes,gt_1_complete_rt_set_1_means_yes
2021.0,Section 5311,TBD | 0021000227,2021.0,San Benito County Local Transportation Authority,BCG0002925,Operating Assistance Sliding Scale,300902,,347399.0,0.0,0.0,347399.0,0.0,Open,San Benito County LTA,Hollister,CA,9R02-013,9R02-91009,Independent Public Agency or Authority of Transit Service,Rural Reporter,0.0,18.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,Bus,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Stanislaus County Public Works - Transit Division,BCG0000085,Operating Assistance ,300902,64BO17-00432,433556.0,433556.0,433556.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Stanislaus County Public Works - Transit Division,BCG0001167,Operating Assistance Sliding Scale,300902,64BO17-00574,437900.0,437900.0,437900.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0,Section 5311,CA-2018-114 | 0019000012,2018.0,Stanislaus County Public Works - Transit Division,BCG0001256,Operating Assistance Sliding Scale,300902,64BO19-00877,447901.0,447901.0,447901.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Stanislaus County Public Works - Transit Division,BCG0001498,Operating Assistance Sliding Scale ,300902,64BO19-00985,464965.0,464965.0,464965.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Stanislaus County Public Works - Transit Division,BCG0002438,Operating Assistance Sliding Scale,300902,64BO20-01454,491357.0,491357.0,0.0,491357.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Tehama County Transit Agency,BCG0000191,Operating Assistance,300902,64BO17-00434,338998.0,338998.0,338998.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Tehama County Transit Agency,BCG0001282,Operating Assistance Sliding Scale,300902,64BO17-00510,342394.0,342394.0,342394.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018.0,Section 5311,CA-2018-114 | 0019000012,2019.0,Tehama County Transit Agency,BCG0001497,Purchase Replacement < 30 Ft Bus,111204,64BC19-00970,353664.0,713772.0,0.0,353664.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Tehama County Transit Agency,BCG0001497,Purchase Replacement < 30 Ft Bus,111204,64BC19-00970,360108.0,713772.0,0.0,360108.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Tehama County Transit Agency,BCG0002378,Operating Assistance Sliding Scale,300902,64BO20-01456,384192.0,384192.0,384192.0,0.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,Section 5311,TBD | 0021000227,2021.0,Tehama County Transit Agency,BCG0003100,Operating Assistance Sliding Scale,300902,,398903.0,0.0,0.0,398903.0,0.0,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000147,Construction - Bus Shelters ,119302,64BC17-00437,23376.0,23376.0,7891.9,15484.1,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000147,Construction - Bus Shelters ,119302,64BC17-00437,23376.0,23376.0,7891.9,15484.1,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000147,Construction - Bus Shelters ,119302,64BC17-00437,23376.0,23376.0,7891.9,15484.1,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000148,Purchase Replacement Van ,111215,64BC17-00437,44499.0,50264.0,44499.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000148,Purchase Replacement Van ,111215,64BC17-00437,44499.0,50264.0,44499.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2016.0,Section 5311,CA-2017-025 | 0017000158,2016.0,Trinity County Department of Transportation ,BCG0000148,Purchase Replacement Van ,111215,64BC17-00437,44499.0,50264.0,44499.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Trinity County Department of Transportation ,BCG0001335,Purchase Replacement < 30 Ft Bus ,111204,64BC17-00509,74378.0,74378.0,74378.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Trinity County Department of Transportation ,BCG0001335,Purchase Replacement < 30 Ft Bus ,111204,64BC17-00509,74378.0,74378.0,74378.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311,CA-2017-168 | 0017000259,2017.0,Trinity County Department of Transportation ,BCG0001335,Purchase Replacement < 30 Ft Bus ,111204,64BC17-00509,74378.0,74378.0,74378.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000079,Operating Assistance Redding-Willow Creek ,300902,64CO17-00459,120102.0,213909.0,120102.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000079,Operating Assistance Redding-Willow Creek ,300902,64CO17-00459,120102.0,213909.0,120102.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000079,Operating Assistance Redding-Willow Creek ,300902,64CO17-00459,120102.0,213909.0,120102.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000080,Operating Assistance  Hayfork-Lewiston,300902,64CO17-00459,142606.0,223198.0,142606.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000080,Operating Assistance  Hayfork-Lewiston,300902,64CO17-00459,142606.0,223198.0,142606.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2017.0,Section 5311(f),CA-2017-168 | 0017000259-F,2017.0,Trinity County Department of Transportation ,BCG0000080,Operating Assistance  Hayfork-Lewiston,300902,64CO17-00459,142606.0,223198.0,142606.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,5311(f) Cont,CA-2018-114 | 0019000012-F,2018.0,Trinity County Department of Transportation ,BCG0001248,Operating Assistance Sliding Scale,300902,64CO18-00597,228361.0,228361.0,228361.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,5311(f) Cont,CA-2018-114 | 0019000012-F,2018.0,Trinity County Department of Transportation ,BCG0001248,Operating Assistance Sliding Scale,300902,64CO18-00597,228361.0,228361.0,228361.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,5311(f) Cont,CA-2018-114 | 0019000012-F,2018.0,Trinity County Department of Transportation ,BCG0001248,Operating Assistance Sliding Scale,300902,64CO18-00597,228361.0,228361.0,228361.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,Section 5311,CA-2018-114 | 0019000012,2018.0,Trinity County Department of Transportation ,BCG0001258,Operating Assistance Sliding Scale,300902,64BO19-00816,76077.0,76077.0,70949.64,5127.36,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,Section 5311,CA-2018-114 | 0019000012,2018.0,Trinity County Department of Transportation ,BCG0001258,Operating Assistance Sliding Scale,300902,64BO19-00816,76077.0,76077.0,70949.64,5127.36,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2018.0,Section 5311,CA-2018-114 | 0019000012,2018.0,Trinity County Department of Transportation ,BCG0001258,Operating Assistance Sliding Scale,300902,64BO19-00816,76077.0,76077.0,70949.64,5127.36,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019.0,Trinity County Department of Transportation ,BCG0001615,Operating Assistance Sliding Scale,300902,64CO19-01013,300000.0,302728.0,227774.65,72225.35,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019.0,Trinity County Department of Transportation ,BCG0001615,Operating Assistance Sliding Scale,300902,64CO19-01013,300000.0,302728.0,227774.65,72225.35,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019.0,Trinity County Department of Transportation ,BCG0001615,Operating Assistance Sliding Scale,300902,64CO19-01013,300000.0,302728.0,227774.65,72225.35,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,6779.0,85754.0,72196.0,-65417.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,6779.0,85754.0,72196.0,-65417.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,6779.0,85754.0,72196.0,-65417.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,72196.0,85754.0,72196.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,72196.0,85754.0,72196.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311,CA-2020-015 | 0020000057,2019.0,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,72196.0,85754.0,72196.0,0.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311(f),CA-2018-114 | 0019000012,2019.0,Trinity County Department of Transportation ,BCG0001468,Operating Assistance Sliding Scale,300902,64CO19-00906,268783.0,268783.0,247564.08,21218.92,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311(f),CA-2018-114 | 0019000012,2019.0,Trinity County Department of Transportation ,BCG0001468,Operating Assistance Sliding Scale,300902,64CO19-00906,268783.0,268783.0,247564.08,21218.92,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2019.0,Section 5311(f),CA-2018-114 | 0019000012,2019.0,Trinity County Department of Transportation ,BCG0001468,Operating Assistance Sliding Scale,300902,64CO19-00906,268783.0,268783.0,247564.08,21218.92,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Trinity County Department of Transportation ,BCG0002484,Operating Assistance Sliding Scale,300902,64BO20-01459,83458.0,83458.0,67321.45,16136.55,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Trinity County Department of Transportation ,BCG0002484,Operating Assistance Sliding Scale,300902,64BO20-01459,83458.0,83458.0,67321.45,16136.55,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311,CA-2021-030 | 0020000131,2020.0,Trinity County Department of Transportation ,BCG0002484,Operating Assistance Sliding Scale,300902,64BO20-01459,83458.0,83458.0,67321.45,16136.55,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002472,Operating Assistance Sliding Scale,300902,64CO20-01127,298254.0,298254.0,155091.7,143162.3,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002472,Operating Assistance Sliding Scale,300902,64CO20-01127,298254.0,298254.0,155091.7,143162.3,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002472,Operating Assistance Sliding Scale,300902,64CO20-01127,298254.0,298254.0,155091.7,143162.3,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002479,Operating Assistance Sliding Scale,300902,64CO20-01127,88486.0,88486.0,43550.11,44935.89,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002479,Operating Assistance Sliding Scale,300902,64CO20-01127,88486.0,88486.0,43550.11,44935.89,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2020.0,Section 5311(f),CA-2021-030 | 0020000131-F,2020.0,Trinity County Department of Transportation ,BCG0002479,Operating Assistance Sliding Scale,300902,64CO20-01127,88486.0,88486.0,43550.11,44935.89,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2021.0,Section 5311,TBD | 0021000227,2021.0,Trinity County Department of Transportation ,BCG0003101,Operating Assistance Sliding Scale,300902,,86653.0,0.0,0.0,86653.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2021.0,Section 5311,TBD | 0021000227,2021.0,Trinity County Department of Transportation ,BCG0003101,Operating Assistance Sliding Scale,300902,,86653.0,0.0,0.0,86653.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2021.0,Section 5311,TBD | 0021000227,2021.0,Trinity County Department of Transportation ,BCG0003101,Operating Assistance Sliding Scale,300902,,86653.0,0.0,0.0,86653.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.166666667,0.0,6.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
2021.0,Section 5311(f),TBD | 0021000227-F,2021.0,Trinity County Department of Transportation ,BCG0002937,Operating Assistance Sliding Scale - RED/LEW,300902,,164715.0,0.0,0.0,164715.0,0.0,Open,Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,Vans,Trinity County,344.0,ok,0.0,1.0,1.0,0.0,1.0,0.0
