Grant_Fiscal_Year,Funding_Program,Grant_Number,Project_Year,Organization_Name,UPIN,Description,ALI,Contract_Number,AllocationAmount,Encumbered_Amount,ExpendedAmount,ActiveBalance,ClosedOutBalance,Project_Status
2019,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019,Sunline Transit Agency,BCG0001612,Operating Assistance Sliding Scale,300902,64CO19-01012,185187.0,185187.0,185187.0,0.0,0,Open
2019,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019,Trinity County Department of Transportation ,BCG0001615,Operating Assistance Sliding Scale,300902,64CO19-01013,300000.0,302728.0,227774.65,72225.35,0,Open
2019,5311(f) Round 2,CA-2020-015 | 0020000057-F,2019,Yosemite Area Regional Transportation System ,BCG0001603,Operating Assistance Sliding Scale,300902,64CO19-01014,300000.0,300000.0,300000.0,0.0,0,Open
2019,CMAQ (FTA 5311),CA-2020-025 | 0020000182,2019,Kern Regional Transit,BCG0001422,Operating Assistance Sliding Scale,300902,64HO19-01025,280000.0,280000.0,280000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Alpine County Community Development,BCG0001487,Purchase Replacement Van,111215,64BC19-00911,57102.0,57102.0,0.0,57102.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Alpine County Community Development,BCG0001491,Operating Assistance Sliding Scale,300902,64BO19-00912,44264.0,44264.0,42242.56,2021.44,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Amador Transit,BCG0001481,Operating Assistance Sliding Scale,300902,64BO19-00913,218210.0,218210.0,218210.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Butte County Association of Governments/ Butte Regional Transit,BCG0001482,Operating Assistance Sliding Scale,300902,64BO19-00914,697886.0,697886.0,697886.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Calaveras Transit Agency ,BCG0001559,Operating Assistance Sliding Scale,300902,64BO19-00915,261100.0,512618.0,261100.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Arcata,BCG0001508,Operating Assistance Sliding Scale,300902,64BO19-00916,127000.0,127000.0,127000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Arvin,BCG0001427,Operating Assistance Sliding Scale,300902,64BO19-00917,69297.0,69297.0,69297.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Auburn,BCG0001547,Operating Assistance Sliding Scale,300902,64BO19-00918,72017.0,72017.0,72017.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of California City,BCG0001457,Operating Assistance Sliding Scale,300902,64BO19-00919,46697.0,46697.0,46697.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Chowchilla ,BCG0001489,Operating Assistance Sliding Scale ,300902,64BO19-00920,64061.0,64061.0,64061.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Corcoran - Corcoran Area Transit,BCG0001517,Operating Assistance Sliding Scale ,300902,64BO19-00921,49604.0,160649.0,61441.0,-11837.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Corcoran - Corcoran Area Transit,BCG0001517,Operating Assistance Sliding Scale ,300902,64BO19-00921,61441.0,160649.0,61441.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Dinuba ,BCG0001540,Operating Assistance Sliding Scale,300902,64BO19-00922,206871.0,206871.0,206871.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Dixon,BCG0001473,Operating Assistance Sliding Scale,300902,64BO19-00923,203235.0,203235.0,203235.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Guadalupe,BCG0001476,Operating Assistance Sliding Scale,300902,64BO19-00924,62756.0,62756.0,62756.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of McFarland,BCG0001436,Operating Assistance Sliding Scale,300902,64BO19-00925,48792.0,48792.0,48792.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Needles,BCG0001493,Operating Assistance Sliding Scale ,300902,64BO19-00973,39707.0,39707.0,39707.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Ojai,BCG0001567,Preventive Maintenance,117A00,64BC19-00927,105520.82,105520.82,103144.62,2376.2,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Ojai,BCG0001569,Operating Assistance Sliding Scale,300902,64BO19-00930,298623.18,298623.18,264542.19,34080.99,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Porterville,BCG0001494,FY 18/19 Operating Assistance Sliding Scale ,300902,64BO19-00931,37912.0,227582.0,0.0,37912.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Porterville,BCG0001494,FY 18/19 Operating Assistance Sliding Scale ,300902,64BO19-00931,151758.0,227582.0,0.0,151758.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Ridgecrest,BCG0001537,Operating Assistance Sliding Scale,300902,64BO19-00932,92795.0,92795.0,92795.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Rio Vista,BCG0001470,Purchase Replacement < 30 Ft Bus,111204,64BC19-00933,75000.0,75000.0,0.0,75000.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Rio Vista,BCG0001471,Operating Assistance Sliding Scale,300902,64BO19-00934,135000.0,135000.0,135000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Shafter,BCG0001397,Operating Assistance Sliding Scale ,300902,64BO19-00935,61813.0,61813.0,61813.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Solvang,BCG0001484,Operating Assistance Sliding Scale,300902,64BO19-00936,202240.0,202240.0,202240.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Taft,BCG0001552,Operating Assistance Sliding Scale,300902,64BO19-00937,31132.0,31132.0,31132.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Tehachapi,BCG0001469,Operating Assistance Sliding Scale ,300902,64BO19-00938,40261.0,40261.0,40261.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Wasco,BCG0001521,Operating Assistance Sliding Scale ,300902,64BO19-00939,88305.0,88305.0,88305.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Woodlake,BCG0001533,Operating Assistance Sliding Scale ,300902,64BO19-00940,25500.0,117727.0,87339.11,-61839.11,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,City of Woodlake,BCG0001533,Operating Assistance Sliding Scale ,300902,64BO19-00940,66727.0,117727.0,87339.11,-20612.11,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Colusa County Transit Agency,BCG0001478,Operating Assistance Sliding Scale,300902,64BO19-00941,122702.0,122702.0,122702.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Los Angeles - Department of Public Works,BCG0001401,Operating Assistance Sliding Scale ,300902,64BO19-00942,429391.0,429391.0,429391.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Mariposa,BCG0001562,Operating Assistance Sliding Scale,300902,64BO19-00943,104553.0,104553.0,104553.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,"County of Nevada Public Works, Transit Services Division",BCG0001561,Operating Assistance Sliding Scale,300902,64BO19-00944,470602.0,470602.0,470602.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Sacramento Department of Transportation,BCG0001572,Operating Assistance Sliding Scale,300902,64BO19-00945,295053.0,295053.0,295053.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Shasta Department of Public Works,BCG0001465,Operating Assistance Sliding Scale,300902,64BO19-00959,152239.0,493048.0,188570.0,-36331.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Shasta Department of Public Works,BCG0001465,Operating Assistance Sliding Scale,300902,64BO19-00959,188570.0,493048.0,188570.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Siskiyou,BCG0001409,Operating Assistance Sliding Scale,300902,64BO19-00963,257216.0,257216.0,257216.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,County of Tulare,BCG0001511,Operating Assistance Sliding Scale,300902,64BO19-00948,360325.0,360325.0,360325.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Eastern Sierra Transit Authority,BCG0001485,Operating Assistance Sliding Scale,300902,64BO19-00949,106243.0,106243.0,106243.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Eastern Sierra Transit Authority,BCG0001495,Operating Assistance Sliding Scale,300902,64BO19-01015,81358.0,81358.0,81358.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,El Dorado County Transit Authority,BCG0001480,Operating Assistance Sliding Scale,300902,64BO19-00950,509322.0,509322.0,509322.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Fresno County Rural Transit Agency,BCG0001467,Operating Assistance Sliding Scale,300902,64BO19-00951,1522098.0,1580086.0,0.0,1522098.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Glenn County Transportation Commission,BCG0001472,Operating Assistance Sliding Scale,300902,64BO19-00952,161101.0,161101.0,161101.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Humboldt Transit Authority,BCG0001488,Purchase Replacement Std 35 Ft Bus ,111202,64BC19-00926,225207.0,225207.0,0.0,225207.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Humboldt Transit Authority,BCG0001514,Operating Assistance Sliding Scale,300902,64BO19-00946,419000.0,419000.0,419000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Imperial County Transportation Commission,BCG0001523,Operating Assistance Sliding Scale ,300902,64BO19-00955,239646.0,239646.0,239646.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Kern Regional Transit,BCG0001404,Operating Assistance Sliding Scale,300902,64BO19-00956,1017602.0,1017602.0,1017602.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Kings County Area Public Transit Agency,BCG0001539,Operating Assistance Sliding Scale,300902,64BO19-00957,82534.0,292918.0,187726.0,-105192.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Kings County Area Public Transit Agency,BCG0001539,Operating Assistance Sliding Scale,300902,64BO19-00957,105192.0,292918.0,187726.0,-82534.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Lake Transit Authority,BCG0001492,Operating Assistance Sliding Scale ,300902,64BO19-00947,370443.0,370443.0,370443.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Lassen Transit Service Agency,BCG0001394,Operating Assistance Sliding Scale,300902,64BO19-00964,199901.0,199901.0,199901.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Madera County,BCG0001526,Operating Assistance Sliding Scale,300902,64BO19-00961,289321.0,289321.0,237778.71,51542.29,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Madera County,BCG0001527,Preventive Maintenance,117A00,64BC19-00960,61670.0,61670.0,61670.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Marin County Transit District,BCG0001512,Operating Assistance Sliding Scale,300902,64BO19-00962,215087.0,215087.0,215087.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Mendocino Transit Authority,BCG0001553,Operating Assistance Sliding Scale,300902,64BO19-00953,503210.0,503210.0,503210.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Modoc Transportation Agency,BCG0001421,Operating Assistance Sliding Scale ,300902,64BO19-00966,55488.0,55488.0,55488.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Monterey-Salinas Transit,BCG0001459,"Operating Assistance Sliding Scale (Line 23 July 1, 2018 to June 30, 2019)",300902,64BO19-00965,624199.0,624199.0,624199.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Morongo Basin Transit Authority,BCG0001438,Operating Assistance Sliding Scale,300902,64BO19-00974,398562.0,398562.0,398562.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Mountain Area Regional Transit Authority,BCG0001525,Operating Assistance Sliding Scale,300902,64BO19-00975,281774.0,281774.0,281774.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Napa Valley Transportation Authority,BCG0001416,Operating Assistance Sliding Scale,300902,64BO19-00968,214413.0,214413.0,214413.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,North County Transit District,BCG0001429,Operating Assistance Sliding Scale,300902,64BO19-00969,440965.0,440965.0,440965.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Palo Verde Valley Transit Agency,BCG0001538,Operating Assistance Sliding Scale,300902,64BO19-00986,191289.0,191289.0,191289.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Placer County Public Works (TART & PCT),BCG0001535,Operating Assistance Sliding Scale ,300902,64BO19-00971,405065.0,405065.0,405065.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Plumas County Transportation Commission,BCG0001506,Operating Assistance Sliding Scale,300902,64BO19-00967,114613.0,114613.0,114613.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Redwood Coast Transit Authority,BCG0001509,Operating Assistance Sliding Scale,300902,64BO19-00958,106697.0,506697.0,106697.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Redwood Coast Transit Authority,BCG0001509,Operating Assistance Sliding Scale,300902,64BO19-00958,200000.0,506697.0,106697.0,93303.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Redwood Coast Transit Authority,BCG0001510,Preventive Maintenance,117A00,64BC19-00954,57200.0,67200.0,57200.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Riverside Transit Agency,BCG0001507,Operating Assistance Sliding Scale ,300902,64BO19-00987,478221.0,478221.0,478221.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,San Benito County Local Transportation Authority,BCG0001501,Operating Assistance Sliding Scale,300902,64BO19-00976,316616.0,316616.0,316616.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,San Diego Metropolitan Transit System,BCG0001513,Operating Assistance Sliding Scale ,300902,64BO19-00977,150000.0,150000.0,150000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,San Joaquin Regional Transit District,BCG0001571,Operating Assistance Sliding Scale ,300902,64BO19-00978,387863.0,1110615.0,0.0,387863.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,San Luis Obispo Regional Transit Authority,BCG0001477,Operating Assistance Sliding Scale,300902,64BO19-00979,534305.0,534305.0,534305.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,San Mateo County Transit District,BCG0001430,Operating Assistance Sliding Scale,300902,64BO19-00980,158411.0,158411.0,158411.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Santa Clara Valley Transportation Authority,BCG0001453,Operating Assistance Sliding Scale,300902,64BO19-00981,81816.0,81816.0,81816.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Santa Cruz Metropolitan Transit District,BCG0001479,Operating Assistance Sliding Scale,300902,64BO19-00982,180962.0,180962.0,180962.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sierra County Transportation Commission,BCG0001393,Operating Assistance Sliding Scale,300902,64BO19-00983,48000.0,48000.0,48000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001542,Purchase Replacement < 30 Ft Bus,111204,64BC19-00984,88407.82,88407.82,0.0,88407.82,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001543,Purchase Replacement < 30 Ft Bus,111204,64BC19-00984,88407.82,88407.82,0.0,88407.82,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001545,Purchase Replacement < 30 Ft Bus,111204,64BC19-00984,88407.82,88407.82,0.0,88407.82,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001546,Purchase Replacement < 30 Ft Bus,111204,64BC19-00984,88407.82,88407.82,0.0,88407.82,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001548,Purchase Replacement Van,111215,64BC19-00984,46553.5,46553.5,0.0,46553.5,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001549,Purchase Replacement Van,111215,64BC19-00984,46553.5,46553.5,0.0,46553.5,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sonoma County Transit,BCG0001550,Purchase Replacement Van,111215,64BC19-00984,44012.0,44012.0,0.0,44012.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Stanislaus County Public Works - Transit Division,BCG0001498,Operating Assistance Sliding Scale ,300902,64BO19-00985,464965.0,464965.0,464965.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Sunline Transit Agency,BCG0001499,Operating Assistance Sliding Scale,300902,64BO19-00990,286933.0,286933.0,286933.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Tehama County Transit Agency,BCG0001497,Purchase Replacement < 30 Ft Bus,111204,64BC19-00970,360108.0,713772.0,0.0,360108.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Town of Truckee,BCG0001528,Operating Assistance Sliding Scale,300902,64BO19-00988,95182.0,95182.0,95182.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Transit Joint Powers Authority for Merced County,BCG0001446,Operating Assistance Sliding Scale ,300902,64BO19-00989,538699.0,538699.0,538699.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,6779.0,85754.0,72196.0,-65417.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Trinity County Department of Transportation ,BCG0001496,Operating Assistance Sliding Scale ,300902,64BO19-00972,72196.0,85754.0,72196.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Tuolumne County Transit Agency (TCTA),BCG0001516,Operating Assistance Sliding Scale,300902,64BO19-00991,317166.0,317166.0,317166.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Victor Valley Transit Authority,BCG0001520,Operating Assistance Sliding Scale ,300902,64BO19-00992,671949.0,671949.0,671949.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Yolo County Transportation District,BCG0001519,Operating Assistance Sliding Scale,300902,64BO19-00993,140361.0,140361.0,140361.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Yuba-Sutter Transit Authority,BCG0001400,Operating Assistance Sliding Scale ,300902,64BO19-00995,200000.0,200000.0,200000.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Yuba-Sutter Transit Authority,BCG0001575,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00994,66098.0,66098.0,66098.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2019,Yuba-Sutter Transit Authority,BCG0001576,Purchase Replacement < 30 Ft Bus ,111204,64BC19-00994,66098.0,66098.0,66098.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2020,City of Escalon ,BCG0002381,Operating Assistance Sliding Scale,300902,64BO20-01401,40857.0,127460.0,40857.0,0.0,0,Open
2019,Section 5311,CA-2020-015 | 0020000057,2020,County of Tulare,BCG0002414,Operating Assistance Sliding Scale,300902,64BO20-01421,24256.0,450810.0,24256.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Butte County Association of Governments/ Butte Regional Transit,BCG0001455,FFY 2018-2019 Section 5311(f) Operating Assistance Sliding Scale ,300902,64CO19-00890,283186.0,283186.0,283186.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,City of Santa Maria,BCG0001415,Operating Assistance Sliding Scale ,300902,64CO19-00891,91485.0,91485.0,67717.02,23767.98,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,City of Visalia,BCG0001449,Operating Assistance Sliding Scale,300902,64CO19-00892,193046.0,193046.0,193046.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,City of Visalia,BCG0001450,Operating Assistance Sliding Scale,300902,64CO19-00892,106012.0,106012.0,106012.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,County of Shasta Department of Public Works,BCG0001462,Operating Assistance Sliding Scale,300902,64CO19-00893,109834.0,109834.0,109834.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Eastern Sierra Transit Authority,BCG0001405,Operating Assistance Sliding Scale,300902,64CO19-00894,134820.0,134820.0,109025.26,25794.74,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Eastern Sierra Transit Authority,BCG0001406,Operating Assistance Sliding Scale,300902,64CO19-00894,155179.0,155179.0,86126.7,69052.3,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Fresno Council of Governments,BCG0001451,Operating Assistance Sliding Scale,300902,64CO19-00895,100000.0,100000.0,100000.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,"Greyhound Lines, Inc.",BCG0001425,Operating Assistance Sliding Scale ,300902,64CO19-00896,134010.0,300000.0,300000.0,-165990.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,"Greyhound Lines, Inc.",BCG0001425,Operating Assistance Sliding Scale ,300902,64CO19-00896,165990.0,300000.0,300000.0,-134010.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Humboldt Transit Authority,BCG0001466,Operating Assistance Sliding Scale,300902,64CO19-00897,283186.0,283186.0,283186.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Kern Regional Transit,BCG0001445,Operating Assistance Sliding Scale ,300902,64CO19-00898,283186.0,283186.0,283186.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Lake Transit Authority,BCG0001423,Operating Assistance Sliding Scale  - Clearlake to Ukiah Intercity,300902,64CO19-00899,206575.0,206575.0,206575.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Lake Transit Authority,BCG0001424,Operating Assistance Sliding Scale - Calistoga-Clearlake-Upper Lake,300902,64CO19-00899,238206.0,238206.0,211540.08,26665.92,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Modoc Transportation Agency,BCG0001418,Operating Assistance Sliding Scale - Reno,300902,64CO19-00900,99466.0,99466.0,90688.97,8777.03,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Modoc Transportation Agency,BCG0001419,Operating Assistance Sliding Scale  - Redding,300902,64CO19-00900,26422.0,26422.0,23473.85,2948.15,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Modoc Transportation Agency,BCG0001420,Operating Assistance Sliding Scale  - Klamath Falls,300902,64CO19-00900,17966.0,17966.0,17653.38,312.62,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Monterey-Salinas Transit,BCG0001411,FY 19 Line 82_Operating Assistance Sliding Scale,300902,64CO19-00901,148512.0,148512.0,148512.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Monterey-Salinas Transit,BCG0001433,FY19 Line 84 Operating Assistance Sliding Scale,300902,64CO19-00901,205281.0,205281.0,205281.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Monterey-Salinas Transit,BCG0001434,FY19 Line 85 Operating Assistance Sliding Scale,300902,64CO19-00901,283186.0,283186.0,283186.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Monterey-Salinas Transit,BCG0001435,FY19 Line 86 Operating Assistance Sliding Scale,300902,64CO19-00901,198309.0,198309.0,198309.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Napa Valley Transportation Authority,BCG0001413,Operating Assistance Sliding Scale,300902,64CO19-00902,283186.0,283186.0,192314.68,90871.32,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Plumas County Transportation Commission,BCG0001437,Operating Assistance Sliding Scale ,300902,64CO19-00903,107716.0,107716.0,107716.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Redwood Coast Transit Authority,BCG0001452,Operating Assistance Sliding Scale,300902,64CO19-00904,158186.0,158186.0,158186.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,San Diego Metropolitan Transit System,BCG0001448,Operating Assistance Sliding Scale ,300902,64CO19-00905,283186.0,283186.0,273691.0,9495.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Sunline Transit Agency,BCG0001454,Operating Assistance Sliding Scale,300902,64CO19-00908,186051.0,186051.0,186051.0,0.0,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Trinity County Department of Transportation ,BCG0001468,Operating Assistance Sliding Scale,300902,64CO19-00906,268783.0,268783.0,247564.08,21218.92,0,Open
2019,Section 5311(f),CA-2018-114 | 0019000012,2019,Yosemite Area Regional Transportation System ,BCG0001407,Operating Assistance Sliding Scale,300902,64CO19-00907,283186.0,283186.0,283186.0,0.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Amador Transit,BCG0002382,Purchase Replacement < 30 Ft Bus,111204,64HC14-01382,105565.0,105565.0,0.0,105565.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Amador Transit,BCG0002383,Purchase Replacement < 30 Ft Bus,111204,64HC14-01382,105565.0,105565.0,0.0,105565.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002506,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,16058.0,140000.0,0.0,16058.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002506,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,123942.0,140000.0,0.0,123942.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002508,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,16058.0,140000.0,0.0,16058.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002508,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,123942.0,140000.0,0.0,123942.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002509,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,16058.0,140000.0,0.0,16058.0,0,Open
2020,CMAQ (FTA 5311),CA-2020-277 | 0021000079,2020,Mountain Area Regional Transit Authority,BCG0002509,Purchase Replacement < 30 Ft Bus,111204,64HC16-01383,123942.0,140000.0,0.0,123942.0,0,Open
