organization_name,mobility_service,agency_id,network_id,route_id,category
Santa Clara Valley Transportation Authority,VTA Express Bus,SC,nan,"SC:Express 101,SC:Express 102,SC:Express 103,SC:Express 104,SC:Express 168",primary
Santa Clara Valley Transportation Authority,VTA Express Bus,SC,nan,"SC:Express 101,SC:Express 102,SC:Express 103,SC:Express 104,SC:Express 168",primary
Santa Clara Valley Transportation Authority,VTA Express Bus,SC,nan,"SC:Express 101,SC:Express 102,SC:Express 103,SC:Express 104,SC:Express 168",primary
Santa Clara Valley Transportation Authority,VTA Bus,SC,nan,*,primary
Santa Clara Valley Transportation Authority,VTA Bus,SC,nan,*,primary
Santa Clara Valley Transportation Authority,VTA Bus,SC,nan,*,primary
Santa Clara Valley Transportation Authority,VTA Bus,SC,nan,*,primary
Santa Clara Valley Transportation Authority,VTA ACE Shuttles,SC,nan,"SC:ACE Gray,SC:ACE GreenSC:ACE Violet,SC:ACE Brown,SC:ACE Yellow,SC:ACE Red,SC:ACE Purple,SC:ACE Orange",primary
Santa Clara Valley Transportation Authority,VTA ACE Shuttles,SC,nan,"SC:ACE Gray,SC:ACE GreenSC:ACE Violet,SC:ACE Brown,SC:ACE Yellow,SC:ACE Red,SC:ACE Purple,SC:ACE Orange",primary
Santa Clara Valley Transportation Authority,VTA ACE Shuttles,SC,nan,"SC:ACE Gray,SC:ACE GreenSC:ACE Violet,SC:ACE Brown,SC:ACE Yellow,SC:ACE Red,SC:ACE Purple,SC:ACE Orange",primary
Santa Clara Valley Transportation Authority,VTA ACE Shuttles,SC,nan,"SC:ACE Gray,SC:ACE GreenSC:ACE Violet,SC:ACE Brown,SC:ACE Yellow,SC:ACE Red,SC:ACE Purple,SC:ACE Orange",primary
Santa Clara Valley Transportation Authority,Valley Medical Center Shuttle,SC,nan,SC:SCVMC,primary
Santa Clara Valley Transportation Authority,Valley Medical Center Shuttle,SC,nan,SC:SCVMC,primary
Santa Clara Valley Transportation Authority,Valley Medical Center Shuttle,SC,nan,SC:SCVMC,primary
Santa Clara Valley Transportation Authority,Valley Medical Center Shuttle,SC,nan,SC:SCVMC,primary
Santa Clara Valley Transportation Authority,VTA ACCESS,,,,
Santa Clara Valley Transportation Authority,VTA School Tripper,SC,nan,"SC:School 246, SC:School 288,SC:School 287,SC:School 288M,SC:School 256,SC:School 270,SC:School 288L,SC:School 247",primary
Santa Clara Valley Transportation Authority,VTA School Tripper,SC,nan,"SC:School 246, SC:School 288,SC:School 287,SC:School 288M,SC:School 256,SC:School 270,SC:School 288L,SC:School 247",primary
Santa Clara Valley Transportation Authority,VTA School Tripper,SC,nan,"SC:School 246, SC:School 288,SC:School 287,SC:School 288M,SC:School 256,SC:School 270,SC:School 288L,SC:School 247",primary
Santa Clara Valley Transportation Authority,VTA School Tripper,SC,nan,"SC:School 246, SC:School 288,SC:School 287,SC:School 288M,SC:School 256,SC:School 270,SC:School 288L,SC:School 247",primary
Santa Cruz Metropolitan Transit District,Cruz On-demand,,,,
Santa Cruz Metropolitan Transit District,METRO PeraCruz,,,,
Santa Cruz Metropolitan Transit District,Watsonville Circulator,nan,free,nan,primary
Santa Cruz Metropolitan Transit District,Santa Cruz METRO,nan,*,nan,primary
Santiago Express Inc.,Santiago Express,,,,
Satellite Affordable Housing Associates (SAHA),SAHA,,,,
Scripps Mercy Hospital,Scripps Mercy Hospital,,,,
SDTJ Passport,SDTJ Passport,,,,
Self-Help for the Elderly,Self-Help for the Elderly,,,,
Sequoia Village Inc.,Sequoia Village,,,,
Sequoia Village Inc.,Village of the Coastside,,,,
Seton Hospital,Seton BART Shuttle,,,,
Shasta County,Burney Express,nan,burney,nan,primary
Shasta County,Burney Express,nan,burney,nan,primary
Shasta County,Burney Express,nan,burney,nan,primary
Shasta County,Burney Express,nan,burney,nan,primary
Shasta Regional Transit Agency,Shasta Connect,,,,
Shores of Hope,Shores of Hope Transportation Services,,,,
Sierra Point Owners Association,Sierra Point Shuttle,,,,
Siskiyou County,Siskiyou Transit and General Express,nan,nan,nan,primary
Skyline College,Skyline College Shuttle,,,,
Solano County Transit,SolTrans,ST,nan,nan,primary
Solano County Transit,SolTrans,ST,nan,nan,primary
Solano County Transit,SolTrans,ST,nan,nan,primary
Solano County Transit,SolTrans,ST,nan,nan,primary
Solano County Transit,SolTrans ADA Paratransit,,,,
Solano Transportation Authority,Solano Mobility Local Taxi Card Program,,,,
Solano Transportation Authority,Solano Mobility First/Last Mile Program,,,,
Sonoma County,Sonoma County Transit,SO,nan,*,primary
Sonoma County,Sonoma County Transit,SO,nan,*,primary
Sonoma County,Sonoma County Transit,SO,nan,*,primary
Sonoma County,Sonoma County Transit,SO,nan,*,primary
Sonoma County,Healdsburg Shuttle,SO,nan,SO:67,primary
Sonoma County,Healdsburg Shuttle,SO,nan,SO:67,primary
Sonoma County,Healdsburg Shuttle,SO,nan,SO:67,primary
Sonoma County,Healdsburg Shuttle,SO,nan,SO:67,primary
Sonoma County,Sonoma County Paratransit,,,,
Sonoma County Airport Express,Sonoma County Airport Express,,,,
Sonoma-Marin Area Rail Transit District,Sonoma-Marin Area Rail Transit,SA,nan,nan,primary
Sonoma-Marin Area Rail Transit District,Sonoma-Marin Area Rail Transit,SA,nan,nan,primary
Sonoma-Marin Area Rail Transit District,Sonoma-Marin Area Rail Transit,SA,nan,nan,primary
Sonoma-Marin Area Rail Transit District,Sonoma-Marin Area Rail Transit,SA,nan,nan,primary
South Side Community Connections,Wheels and Village Express,,,,
South Side Community Connections,SCC Wheels,,,,
South Tahoe Airporter,South Tahoe Airporter,,,,
Southern California Regional Rail Authority,Metrolink,nan,nan,nan,primary
St Mary Medical Center,St Mary Medical Center Van Service,,,,
St Pauls Senior Services,St Pauls PACE,,,,
St. Madeleine Sophie's Center,Hop on the Bus,,,,
Stanford Health Care,Stanford Medicine Shuttles,,,,
Stanford University,Marguerite Shuttle,nan,nan,nan,primary
Stanislaus Regional Transit Authority,Stanislaus Regional Transit,,,,
Stanislaus Regional Transit Authority,StaRT Commuter,,,,
Stanislaus Regional Transit Authority,StaRT ADA Paratransit ,,,,
Stanislaus Regional Transit Authority,Medivan,,,,
Stanislaus Regional Transit Authority,Stanislaus Dial-A-Ride,,,,
Stanislaus Regional Transit Authority,Stanislaus Shuttles,,,,
Stanislaus Regional Transit Authority,Modesto Area Express,nan,nan,nan,primary
Stanislaus Regional Transit Authority,Modesto Area Express,nan,nan,nan,primary
Stanislaus Regional Transit Authority,Modesto Area Express,nan,nan,nan,primary
Stanislaus Regional Transit Authority,Modesto Area Express,nan,nan,nan,primary
Stanislaus Regional Transit Authority,eTrans Dial-A-Ride,,,,
Stanislaus Regional Transit Authority,Modesto Area Dial-A-Ride,,,,
SteppingStone,SteppingStone,,,,
SunLine Transit Agency,Palm Springs Buzz,,,,
SunLine Transit Agency,SunLine Transit,nan,nan,*,primary
SunLine Transit Agency,SunLine School Tripper,nan,nan,"1774,1777,1778,1779,1781,1785,1786,1788,1789,1790,1791",primary
SunLine Transit Agency,SunDial Paratransit,,,,
SunLine Transit Agency,SunLine 10 Commuter Link,nan,nan,1771,primary
SunLine Transit Agency,SunRide,,,,
Susanville Indian Rancheria,Susanville Indian Rancheria Public Transportation Program,62,nan,nan,primary
Tahoe Transportation District,Tahoe Truckee Area Regional Transportation,16,nan,nan,primary
Tahoe Transportation District,Tahoe Transportation Paratransit,,,,
Tehama County,Tehama Rural Area eXpress,21,nan,nan,primary
Tehama County,ParaTRAX,,,,
The Arc of Amador and Calaveras,The Arc of Amador and Calaveras,,,,
The Respite Inn,The Respite Inn,,,,
Tideline,Tideline Water Taxi,TD,nan,nan,primary
Torrance Memorial Hospital,Torrance Memorial Van Service,,,,
Town of Truckee,TART Connect,,,,
Town of Truckee,Truckee TART Dial A Ride,,,,
Town of Truckee,Placer TART Paratransit,,,,
Transit Joint Powers Authority for Merced County,Merced The Bus,nan,nan,nan,primary
Transit Joint Powers Authority for Merced County,Merced The Bus,nan,nan,nan,primary
Transit Joint Powers Authority for Merced County,Merced The Bus,nan,nan,nan,primary
Transit Joint Powers Authority for Merced County,Merced The Micro Bus,,,,
Transit Joint Powers Authority for Merced County,Merced The Bus Paratransit,,,,
Trinity County,Trinity Transit,nan,nan,nan,primary
Tufesa,Tufesa,,,,
Tulare County Regional Transit Agency,Tulare Intermodal Express,nan,nan,"T1,T2,T3,T4,T5,T7,T11",primary
Tulare County Regional Transit Agency,Tulare Intermodal Express,nan,nan,nan,primary
Tulare County Regional Transit Agency,Tulare Intermodal Express,nan,nan,nan,primary
Tulare County Regional Transit Agency,Tulare Intermodal Express,nan,nan,nan,primary
Tulare County Regional Transit Agency,Dinuba Connection,nan,nan,"DCW,DCS",primary
Tulare County Regional Transit Agency,Tulare County Area Transit,nan,nan,"C10,C20,C30,C40,C50,C60,C70,C80,C90",primary
Tulare County Regional Transit Agency,Porterville Transit,nan,nan,"P1,P2,P3,P4,P5,P6,P9",primary
Tulare County Regional Transit Agency,Dinuba Area Regional Transit,nan,nan,"D1,D1A,D1B,D2,D2A,D2B,D3,D3A,D3B,D4,D4A,D4B",primary
Tulare County Regional Transit Agency,Tulare County Dial-A-Ride,,,,
Tulare County Regional Transit Agency,Woodlake Dial-A-Ride,,,,
Tulare County Regional Transit Agency,LOOP Bus,,,,
Tule River Tribe,Tule River Transportation Services,,,,
Tuolumne County Transit Agency,Tuolumne County Transit,nan,nan,nan,primary
Tuolumne County Transit Agency,Dodge Ridge Ski Bus,,,,
Tuolumne County Transit Agency,Tuolumne County Dial-Your-Ride,,,,
Turning Point Community Programs,Community Activities and Rehabilitation Transportation,,,,
Ukiah Senior Center,Ukiah Senior Center Transportation,,,,
United Cerebral Palsy Association of Greater Sacramento,UCP Safe Trip,,,,
United Cerebral Palsy of San Luis Obispo County,Ride On Community Interaction Shuttle,,,,
"University of California, Berkeley",Bear Transit,nan,nan,nan,primary
"University of California, Berkeley",The Loop,,,,
"University of California, Davis",Unitrans,530-752-BUSS,nan,nan,primary
"University of California, Davis",UC Davis Health MedTrans,,,,
"University of California, Irvine",Anteater Express,,,,
"University of California, Irvine",UCI Medical Center Shuttle,,,,
"University of California, Los Angeles",BruinBus,,,,
"University of California, Los Angeles",Rooter Bus,,,,
"University of California, Los Angeles",BruinAccess,,,,
"University of California, Merced",CatTracks,,,,
"University of California, San Diego",Triton Transit Shuttles,,,,
"University of California, San Diego",Triton Transit Mobility,,,,
"University of California, San Diego",Triton Transit Dial-A-Ride Transit,,,,
"University of California, San Francisco",UCSF Shuttles,,,,
"University of California, San Francisco",Mission Bay Jitney,,,,
"University of California, Santa Cruz",UCSC Campus Transit ,,,,
"University of California, Santa Cruz",UCSC TAPS Disability Van Service,,,,
University of Southern California,USC Buses,,,,
Upland Manor,Upland Manor Community Van,,,,
Valley Achievement Center,Valley Achievement Center Transportation Services,,,,
Ventura County Transportation Commission,VCTC Intercity,143,nan,nan,primary
Ventura County Transportation Commission,VCTC Intercity,143,nan,nan,primary
Ventura County Transportation Commission,VCTC Intercity,143,nan,nan,primary
Ventura County Transportation Commission,VCTC Intercity,143,nan,nan,primary
Ventura County Transportation Commission,Valley Express,149,nan,nan,primary
Ventura County Transportation Commission,Valley Express,149,nan,nan,primary
Ventura County Transportation Commission,Valley Express,149,nan,nan,primary
Ventura County Transportation Commission,Valley Express,149,nan,nan,primary
Ventura County Transportation Commission,Valley Express Dial-A-Ride,,,,
Ventura Transit System Inc,Smart Shuttle Airport Transportation,,,,
Victor Valley Community Services Council,Victor Valley Community Transportation,,,,
Victor Valley Transit Authority,Victor Valley Transit,nan,nan,nan,primary
Victor Valley Transit Authority,Victor Valley Transit,nan,nan,nan,primary
Victor Valley Transit Authority,Victor Valley Transit,nan,nan,nan,primary
Victor Valley Transit Authority,Victor Valley Transit,nan,nan,nan,primary
Victor Valley Transit Authority,Victor Valley ADA Direct Access,,,,
Vintage House,Vintage House myRide,,,,
VistAbility,VistAbility,,,,
West Berkeley Transportation Management Agency,West Berkeley Shuttle,nan,nan,nan,primary
Western Contra Costa Transit Authority,WestCAT Local,WC,nan,*,primary
Western Contra Costa Transit Authority,WestCAT Lynx Express,WC,nan,WC:Lynx,primary
Western Contra Costa Transit Authority,WestCAT Express Bus to BART,WC,nan,"WC:JR,WC:JL,WC:JX,WC:JPX",primary
Western Contra Costa Transit Authority,WestCAT Senior Dial-A-Ride,,,,
Western Contra Costa Transit Authority,WestCAT ADA Paratransit,,,,
Western Placer Consolidated Transportation Service Agency,Health Express,,,,
Western Placer Consolidated Transportation Service Agency,Placer MyRides,,,,
Willits Seniors Inc.,Willits Harrah Senior Center,,,,
Yolo County Transportation District,Yolobus,nan,nan,nan,primary
Yolo County Transportation District,Yolobus,d139e461-175c-4156-beb0-e6a23b64d978,nan,nan,primary
Yolo County Transportation District,Yolobus,nan,nan,nan,primary
Yolo County Transportation District,Yolobus,nan,nan,nan,primary
Yolo County Transportation District,Yolobus Special,,,,
Yosemite Area Regional Transportation System,Yosemite Area Regional Transportation System,nan,nan,nan,primary
Yuba-Sutter Transit Authority,Yuba-Sutter Transit,nan,local,nan,primary
Yuba-Sutter Transit Authority,Yuba-Sutter Rural Transit,nan,rural,nan,primary
Yuba-Sutter Transit Authority,Yuba-Sutter Dial-A-Ride,,,,
Yuba-Sutter Transit Authority,Sacramento Express,nan,Sacramento,nan,primary
Yuba-Sutter Transit Authority,Yuba College Sutter Campus Shuttle,nan,shuttle,nan,primary
Yuma County Intergovernmental Public Transportation Authority,Yuma County Area Transit,nan,nan,nan,primary
Yurok Tribe,Yurok Tribe Transit Service,,,,
